"","SEX","RELIGION","MARITALSTATUS","parti","age"
"8438",2,"121","3","PDC",92.6794520547945
"8439",2,"711","2","PLR",56.0191780821918
"8440",1,"121","2","PLR",55.6109589041096
"8441",2,"111","4","VERTS",65.5616438356164
"8442",2,"811","2","POP-SOL",34.9123287671233
"8443",2,"121","4","VERTS",74.0602739726027
"8444",2,"111","1","PLR",25.8164383561644
"8445",2,"121","4","PLR",57.2
"8446",1,"121","1","PLR",37.7452054794521
"8447",1,"711","1","PSN",20.3945205479452
"8448",1,"121","2","PLR",37.4
"8449",1,"111","1","PSN",29
"8450",2,"111","1","PSN",38.2027397260274
"8451",1,"711","4","PSN",51.213698630137
"8452",1,"711","1","PSN",30.1369863013699
"8453",1,"111","4","PLR",78.0876712328767
"8454",1,"711","1","PSN",27.8630136986301
"8455",2,"111","3","PLR",97.5479452054795
"8456",1,"121","2","PLR",66.8794520547945
"8457",2,"111","2","PLR",78.8739726027397
"8458",1,"121","1","PLR",22.7972602739726
"8459",2,"111","3","PSN",80.6109589041096
"8460",2,"111","4","PSN",59.1890410958904
"8461",2,"111","1","VERT-LIB",86.041095890411
"8462",1,"121","2","POP-SOL",56.9780821917808
"8463",2,"711","2","PLR",41.7808219178082
"8464",2,"811","2","PSN",56.3369863013699
"8465",1,"111","1","VERTS",22.7095890410959
"8466",1,"111","1","PSN",22.7835616438356
"8467",1,"121","2","PLR",64.0739726027397
"8468",2,"111","4","UDC",74.2219178082192
"8469",2,"811","1","PSN",40.8684931506849
"8470",1,"121","3","VERT-LIB",72.6767123287671
"8471",2,"121","3","PLR",93.6849315068493
"8472",1,"0","1","PSN",25.4739726027397
"8473",1,"711","6","PLR",44.3123287671233
"8474",1,"711","1","PSN",36.3178082191781
"8475",2,"121","3","PDC",93.4027397260274
"8476",1,"0","2","PLR",74.1671232876712
"8477",2,"121","1","PSN",69.7232876712329
"8478",2,"121","3","UDC",100.827397260274
"8479",1,"811","2","PLR",36.2438356164384
"8480",2,"711","1","PSN",52.2575342465753
"8481",1,"711","1","PSN",31.2602739726027
"8482",2,"111","1","VERT-LIB",25.5808219178082
"8483",2,"811","3","PLR",80.9561643835616
"8484",1,"121","2","PLR",62.6821917808219
"8485",2,"121","4","VERTS",50.841095890411
"8486",2,"111","3","PLR",98.9178082191781
"8487",1,"121","2","PSN",57.1643835616438
"8488",2,"121","4","PLR",39.9041095890411
"8489",2,"711","1","PSN",20.9095890410959
"8490",2,"811","1","PLR",26.5452054794521
"8491",2,"111","2","POP-SOL",69.6684931506849
"8492",2,"111","2","PSN",46.0630136986301
"8493",1,"121","2","PSN",38.3890410958904
"8494",1,"111","2","PLR",87.7260273972603
"8495",2,"121","2","PLR",66.3671232876712
"8496",2,"111","2","PLR",30.6931506849315
"8497",1,"711","1","PDC",31.1150684931507
"8498",1,"711","2","PLR",30.1315068493151
"8499",2,"111","3","PLR",72.8739726027397
"8500",2,"111","4","VERTS",46.6767123287671
"8501",1,"121","2","PSN",82.4465753424657
"8502",2,"121","2","VERT-LIB",53.6520547945205
"8503",2,"711","2","PSN",72.5205479452055
"8504",2,"121","2","PSN",74.3671232876712
"8505",1,"811","1","PLR",42.4465753424658
"8506",1,"121","4","PSN",64.5205479452055
"8507",1,"111","3","PSN",80.4986301369863
"8508",2,"111","2","UDC",68.4712328767123
"8509",1,"121","2","PSN",59.986301369863
"8510",1,"811","2","UDC",60.4958904109589
"8511",1,"121","4","UDC",48.0821917808219
"8512",2,"111","2","VERTS",89.8191780821918
"8513",1,"121","1","PLR",48.0465753424658
"8514",1,"811","1","PLR",70.5260273972603
"8515",1,"111","2","PLR",77.1534246575342
"8516",2,"111","2","PLR",57.3095890410959
"8517",2,"121","1","POP-SOL",51.1808219178082
"8518",1,"121","1","VERT-LIB",36.5753424657534
"8519",1,"121","2","PSN",40.0986301369863
"8520",1,"111","2","PSN",52.1561643835616
"8521",1,"121","2","PSN",79.2657534246575
"8522",1,"711","1","PLR",21.0219178082192
"8523",1,"0","2","UDC",26.1753424657534
"8524",1,"711","2","POP-SOL",50.4767123287671
"8525",1,"711","1","VERTS",24.9479452054795
"8526",2,"111","2","VERTS",69.4493150684931
"8527",2,"111","2","PSN",63.5260273972603
"8528",2,"0","1","UDC",29.1671232876712
"8529",1,"121","1","PLR",26.6328767123288
"8530",1,"0","2","PLR",48.3342465753425
"8531",2,"111","1","PLR",40.3123287671233
"8532",1,"111","2","VERTS",66.8520547945206
"8533",1,"711","1","PLR",38.1945205479452
"8534",1,"111","4","PSN",47.2904109589041
"8535",2,"711","1","PSN",60.9479452054794
"8536",2,"711","1","PSN",30.1917808219178
"8537",1,"121","4","PLR",55.6054794520548
"8538",1,"711","2","PSN",52.9397260273973
"8539",2,"111","2","PLR",49.0328767123288
"8540",2,"111","2","UDC",37.6027397260274
"8541",1,"0","1","UDC",49.4301369863014
"8542",2,"711","2","PLR",37.8
"8543",1,"0","4","PLR",58.0876712328767
"8544",2,"711","2","POP-SOL",47.0082191780822
"8545",2,"711","3","VERTS",54.9753424657534
"8546",2,"121","2","PLR",53.9260273972603
"8547",2,"121","4","POP-SOL",78.0849315068493
"8548",1,"111","2","PSN",77.1452054794521
"8549",1,"121","1","PSN",36.8301369863014
"8550",1,"111","2","PSN",79.7178082191781
"8551",2,"111","2","PSN",55.5972602739726
"8552",2,"0","3","PLR",61.9369863013699
"8553",1,"121","1","POP-SOL",29.6876712328767
"8554",2,"111","1","VERTS",31.6739726027397
"8555",1,"121","2","UDC",51.8465753424658
"8556",1,"121","1","PSN",40.6547945205479
"8557",1,"121","1","PLR",66.2575342465753
"8558",1,"121","4","PSN",41.5698630136986
"8559",2,"111","2","VERTS",41.8054794520548
"8560",1,"711","2","PSN",41.2849315068493
"8561",2,"711","2","PLR",65.2438356164384
"8562",2,"711","2","PSN",45.0821917808219
"8563",2,"121","2","UDC",45.5479452054795
"8564",2,"122","2","PLR",48.1753424657534
"8565",1,"711","1","PSN",72.5041095890411
"8566",1,"811","2","VERTS",46.8
"8567",1,"121","1","POP-SOL",38.7150684931507
"8568",1,"811","1","UDC",20.8438356164384
"8569",1,"711","1","PLR",25.586301369863
"8570",2,"121","2","VERTS",46.2
"8571",2,"121","1","PLR",42.1369863013699
"8572",2,"111","1","PLR",20.8246575342466
"8573",2,"111","3","UDC",84.5260273972603
"8574",1,"111","1","PLR",44.9972602739726
"8575",1,"121","1","VERTS",29.9698630136986
"8576",1,"711","2","PSN",53.2767123287671
"8577",1,"0","1","VERTS",44.6082191780822
"8578",2,"111","3","VERTS",69.3972602739726
"8579",1,"121","1","PSN",41.4739726027397
"8580",2,"121","4","PLR",89.0630136986301
"8581",2,"711","1","PLR",33.6356164383562
"8582",2,"121","4","PSN",61.5342465753425
"8583",2,"111","2","PLR",51.6520547945205
"8584",1,"811","1","PSN",29.8356164383562
"8585",2,"711","2","PLR",55.3561643835616
"8586",1,"0","2","PSN",53.7287671232877
"8587",2,"811","2","PSN",56.572602739726
"8588",2,"121","1","PSN",20.8876712328767
"8589",2,"121","3","PLR",79.4493150684931
"8590",1,"121","1","PSN",38.8547945205479
"8591",1,"121","2","PLR",64.613698630137
"8592",1,"811","2","PSN",41.9287671232877
"8593",1,"111","2","POP-SOL",62.7479452054795
"8594",2,"121","2","PSN",72.7178082191781
"8595",1,"111","1","PSN",62.227397260274
"8596",1,"711","4","POP-SOL",39.2219178082192
"8597",2,"111","1","PLR",25.8794520547945
"8598",2,"121","2","POP-SOL",62.0684931506849
"8599",1,"111","2","PSN",77.8
"8600",2,"121","1","PLR",27.9479452054795
"8601",1,"111","1","PSN",37.0712328767123
"8602",1,"111","2","POP-SOL",77.9424657534247
"8603",1,"121","1","POP-SOL",51.0904109589041
"8604",1,"711","2","PSN",49.0520547945206
"8605",1,"121","4","POP-SOL",73.7945205479452
"8606",2,"111","2","PLR",51.0958904109589
"8607",2,"121","3","PLR",86.4164383561644
"8608",2,"121","4","PLR",55.6684931506849
"8609",1,"122","1","PLR",45.8328767123288
"8610",1,"111","3","PSN",87.4164383561644
"8611",1,"711","2","PSN",43.586301369863
"8612",2,"711","1","PLR",20.5643835616438
"8613",2,"811","1","PLR",25.8684931506849
"8614",2,"121","2","PLR",31.4356164383562
"8615",1,"811","2","PLR",36.441095890411
"8616",2,"121","1","VERT-LIB",51.5561643835616
"8617",1,"711","1","PLR",28.2849315068493
"8618",1,"711","1","PLR",28.972602739726
"8619",2,"111","2","UDC",65.8027397260274
"8620",2,"811","2","PSN",56.0438356164384
"8621",2,"121","1","PSN",21.6767123287671
"8622",2,"121","1","VERTS",69.7835616438356
"8623",2,"121","2","UDC",47.972602739726
"8624",1,"121","1","PLR",22.1013698630137
"8625",1,"121","2","POP-SOL",29.0109589041096
"8626",2,"121","4","UDC",57.0438356164384
"8627",1,"121","1","PLR",26.7534246575342
"8628",1,"111","2","VERTS",38.6301369863014
"8629",1,"711","2","PLR",37.8794520547945
"8630",2,"111","1","PLR",37.641095890411
"8631",1,"111","1","PLR",22.7013698630137
"8632",1,"811","4","PLR",35.3260273972603
"8633",1,"711","2","PLR",59.1068493150685
"8634",2,"111","4","PLR",76.0931506849315
"8635",2,"811","2","PSN",40.4904109589041
"8636",2,"111","3","PLR",91.2027397260274
"8637",1,"111","2","VERTS",70.5808219178082
"8638",1,"121","1","VERTS",30.8082191780822
"8639",1,"121","1","PLR",30.4794520547945
"8640",2,"111","2","PSN",53.7808219178082
"8641",2,"111","1","PLR",34.5397260273973
"8642",2,"811","2","PLR",60.1671232876712
"8643",2,"811","2","POP-SOL",39.3397260273973
"8644",1,"711","1","PSN",30.8767123287671
"8645",2,"711","1","UDC",27.8876712328767
"8646",1,"111","2","PSN",61.9753424657534
"8647",1,"711","1","VERTS",33.9041095890411
"8648",1,"121","2","UDC",42.7972602739726
"8649",1,"121","4","VERTS",57.9123287671233
"8650",2,"121","1","VERTS",48.9232876712329
"8651",1,"121","1","VERTS",26.0438356164384
"8652",2,"711","2","PLR",35.1616438356164
"8653",2,"111","1","VERTS",43.6602739726027
"8654",1,"711","1","PLR",51.2575342465753
"8655",2,"711","1","PSN",63.8657534246575
"8656",1,"121","1","PLR",41.8767123287671
"8657",1,"121","1","VERTS",30.8109589041096
"8658",1,"111","1","PSN",28.9835616438356
"8659",1,"121","2","VERT-LIB",86.9315068493151
"8660",1,"111","3","VERT-LIB",88.8438356164384
"8661",2,"111","2","VERT-LIB",45.9671232876712
"8662",2,"711","4","PLR",53.6876712328767
"8663",2,"111","2","PDC",38.8356164383562
"8664",1,"811","2","PSN",44.8904109589041
"8665",1,"111","1","UDC",41.2082191780822
"8666",2,"711","1","POP-SOL",26.3835616438356
"8667",2,"111","2","PSN",86.0602739726027
"8668",1,"711","1","PSN",35.9095890410959
"8669",2,"111","2","PLR",76.9150684931507
"8670",2,"121","3","PLR",79.2191780821918
"8671",2,"111","1","PLR",46.0657534246575
"8672",2,"121","2","POP-SOL",51.6575342465753
"8673",1,"811","1","PSN",22.558904109589
"8674",2,"121","3","PSN",90.9041095890411
"8675",1,"111","1","PLR",73.5780821917808
"8676",2,"111","1","PLR",28.5013698630137
"8677",2,"711","4","PLR",50.7780821917808
"8678",2,"111","2","PLR",37.6876712328767
"8679",2,"111","1","PLR",29.841095890411
"8680",2,"711","2","PSN",58.627397260274
"8681",2,"121","1","PSN",49.4931506849315
"8682",1,"711","2","PSN",60.4575342465753
"8683",1,"811","4","PLR",60.9397260273973
"8684",2,"111","1","POP-SOL",27.2712328767123
"8685",2,"121","4","PSN",60.0712328767123
"8686",1,"711","1","PLR",53.5890410958904
"8687",1,"811","4","PLR",49.6794520547945
"8688",2,"122","1","VERT-LIB",59.1452054794521
"8689",1,"0","4","PLR",43.3424657534247
"8690",2,"121","1","PLR",22.0986301369863
"8691",1,"121","3","POP-SOL",73.3671232876712
"8692",1,"711","2","PSN",49.8630136986301
"8693",2,"111","1","PDC",27.1452054794521
"8694",2,"111","1","VERTS",26.1424657534247
"8695",2,"711","1","PLR",28.6465753424658
"8696",1,"111","1","PLR",24.2
"8697",2,"111","1","PLR",38.4109589041096
"8698",1,"711","1","PSN",31.2438356164384
"8699",1,"111","2","PLR",67.9178082191781
"8700",1,"121","2","PLR",56.1424657534247
"8701",1,"121","1","POP-SOL",25.1561643835616
"8702",2,"121","1","PSN",29.8575342465753
"8703",2,"111","2","PSN",69.9671232876712
"8704",2,"711","2","POP-SOL",43.6438356164384
"8705",2,"121","2","PLR",68.8630136986301
"8706",2,"711","4","POP-SOL",56.6493150684932
"8707",2,"121","2","POP-SOL",70.5479452054795
"8708",1,"711","4","UDC",51.0575342465753
"8709",2,"111","1","PSN",24.4904109589041
"8710",2,"711","1","VERT-LIB",34.9068493150685
"8711",2,"111","3","POP-SOL",85.1397260273973
"8712",1,"111","2","PLR",47.8109589041096
"8713",2,"111","2","POP-SOL",44.2027397260274
"8714",2,"121","2","PLR",76.6602739726027
"8715",1,"121","2","PLR",56.7041095890411
"8716",2,"111","4","VERT-LIB",49.6657534246575
"8717",2,"121","2","PSN",49.9260273972603
"8718",1,"111","1","VERTS",20.2630136986301
"8719",2,"811","2","VERTS",40.9917808219178
"8720",2,"111","1","VERTS",25.3534246575342
"8721",1,"121","1","PSN",36.8301369863014
"8722",2,"111","2","PLR",73.3479452054794
"8723",2,"121","2","PSN",47.558904109589
"8724",1,"121","1","PSN",25.0767123287671
"8725",2,"111","2","VERTS",55.4493150684931
"8726",2,"811","4","PLR",24.3506849315068
"8727",2,"111","2","PLR",70.5479452054795
"8728",2,"121","2","VERTS",46.1095890410959
"8729",1,"121","1","PLR",30.2054794520548
"8730",1,"711","1","PSN",40.2493150684932
"8731",1,"121","2","PSN",76.1150684931507
"8732",1,"811","2","PLR",85.6794520547945
"8733",2,"711","2","POP-SOL",35.5068493150685
"8734",1,"121","1","PLR",30.9698630136986
"8735",2,"111","1","VERTS",24.7315068493151
"8736",1,"111","2","PSN",77.3068493150685
"8737",2,"111","4","VERTS",77.9068493150685
"8738",1,"121","4","PSN",40.5890410958904
"8739",2,"111","2","POP-SOL",77.013698630137
"8740",2,"121","2","PSN",62.4
"8741",1,"811","1","PLR",34.3123287671233
"8742",2,"121","1","VERTS",35.558904109589
"8743",2,"711","4","VERTS",56.4
"8744",2,"811","4","PLR",62.7506849315068
"8745",1,"711","1","PLR",40.5890410958904
"8746",2,"111","1","UDC",24.8520547945205
"8747",1,"121","1","PSN",26.0630136986301
"8748",1,"121","2","PSN",40.1835616438356
"8749",1,"711","2","PLR",72.2712328767123
"8750",1,"111","1","PLR",30.7424657534247
"8751",1,"711","1","PSN",48.3068493150685
"8752",1,"121","1","PLR",38.4602739726027
"8753",2,"111","2","VERTS",72.4438356164383
"8754",1,"121","1","UDC",23.9753424657534
"8755",1,"711","1","POP-SOL",24.2767123287671
"8756",2,"111","4","PSN",56.6054794520548
"8757",2,"711","2","PSN",43.0520547945206
"8758",1,"111","1","VERTS",39.0356164383562
"8759",2,"121","2","VERTS",80.1452054794521
"8760",1,"121","1","VERTS",21.627397260274
"8761",1,"111","2","PDC",65.9835616438356
"8762",2,"811","2","PLR",41.9095890410959
"8763",2,"121","2","PLR",48.4712328767123
"8764",1,"111","2","PSN",76.9150684931507
"8765",1,"811","1","PLR",24.613698630137
"8766",1,"711","2","POP-SOL",70.7342465753425
"8767",1,"711","2","PLR",32.6821917808219
"8768",1,"811","2","PSN",56.1342465753425
"8769",2,"121","1","PLR",73.9178082191781
"8770",1,"111","1","PLR",46.0082191780822
"8771",1,"111","1","VERTS",22.5452054794521
"8772",2,"121","1","PSN",36.3890410958904
"8773",2,"121","2","PLR",53.6794520547945
"8774",2,"121","2","POP-SOL",63.0931506849315
"8775",2,"121","4","PLR",43.9178082191781
"8776",2,"121","1","PSN",24.5013698630137
"8777",2,"711","1","PLR",41.0575342465753
"8778",2,"111","4","PLR",64.3835616438356
"8779",2,"811","2","PLR",48.6602739726027
"8780",2,"711","1","UDC",36.4027397260274
"8781",2,"111","1","PLR",46.0821917808219
"8782",2,"121","2","PLR",54.4356164383562
"8783",1,"121","2","VERTS",45.5287671232877
"8784",1,"111","2","PLR",59.4493150684931
"8785",1,"811","2","PLR",60.2794520547945
"8786",2,"711","1","PSN",23.8712328767123
"8787",2,"111","3","UDC",88.041095890411
"8788",2,"121","3","PSN",73.3369863013699
"8789",2,"811","2","PLR",34.7041095890411
"8790",2,"711","4","POP-SOL",59.0547945205479
"8791",2,"121","2","PLR",66.1616438356164
"8792",1,"111","4","PLR",63.6520547945205
"8793",1,"111","2","PSN",79.9123287671233
"8794",2,"711","4","PSN",46.8438356164384
"8795",1,"0","2","PSN",46.241095890411
"8796",1,"111","2","PSN",49.9561643835616
"8797",1,"121","2","POP-SOL",84.5534246575343
"8798",1,"111","4","PSN",73.4520547945205
"8799",1,"121","1","PLR",20.5890410958904
"8800",1,"111","4","PSN",56.2383561643836
"8801",2,"121","4","PLR",61.1945205479452
"8802",1,"121","2","PLR",66.0958904109589
"8803",2,"111","4","PLR",51.6657534246575
"8804",1,"711","2","VERTS",43.8164383561644
"8805",2,"121","2","PLR",48.8958904109589
"8806",1,"111","1","VERTS",27.1095890410959
"8807",2,"121","2","PLR",54.6383561643836
"8808",2,"122","1","PSN",48.6767123287671
"8809",2,"111","1","PLR",32.5205479452055
"8810",1,"111","4","PLR",82.4630136986301
"8811",2,"711","2","PSN",59.3369863013699
"8812",2,"811","1","PLR",56.5753424657534
"8813",1,"711","2","PLR",38.4904109589041
"8814",2,"811","2","POP-SOL",43.8849315068493
"8815",2,"811","1","PSN",42.4876712328767
"8816",1,"121","1","PLR",38.5945205479452
"8817",2,"711","1","PLR",27.9780821917808
"8818",1,"111","2","PLR",85.2356164383562
"8819",2,"121","2","PLR",39.2219178082192
"8820",1,"711","2","PLR",66.1205479452055
"8821",1,"121","4","UDC",64.5315068493151
"8822",2,"111","2","PLR",57.5890410958904
"8823",1,"0","2","PSN",67.4630136986301
"8824",1,"111","4","PLR",69.1260273972603
"8825",1,"111","2","PLR",61.5178082191781
"8826",1,"111","2","PLR",61.8794520547945
"8827",1,"121","2","PSN",85.5095890410959
"8828",1,"111","1","PLR",51.3095890410959
"8829",1,"121","1","PLR",57.4904109589041
"8830",1,"711","1","POP-SOL",23.2
"8831",2,"711","1","POP-SOL",34.1150684931507
"8832",1,"111","1","PLR",43.172602739726
"8833",2,"711","2","PSN",65.3945205479452
"8834",2,"711","2","PSN",48.2465753424658
"8835",2,"121","1","PLR",30.2082191780822
"8836",2,"121","3","VERTS",90.2054794520548
"8837",2,"121","1","UDC",48.1698630136986
"8838",2,"111","4","PSN",77.3013698630137
"8839",1,"711","2","POP-SOL",78.9095890410959
"8840",2,"111","4","PLR",58.6
"8841",1,"111","1","VERTS",28.2383561643836
"8842",2,"121","2","VERT-LIB",67.3917808219178
"8843",1,"121","2","VERTS",65.7397260273973
"8844",1,"711","1","PSN",28.9808219178082
"8845",2,"111","3","PLR",91.4849315068493
"8846",2,"711","4","PDC",42.9753424657534
"8847",1,"111","2","PSN",67.3095890410959
"8848",2,"711","1","PLR",27.9205479452055
"8849",2,"711","1","VERTS",31.9671232876712
"8850",1,"111","1","PLR",23.0876712328767
"8851",2,"121","4","PLR",54.9561643835616
"8852",1,"0","2","VERT-LIB",50.2657534246575
"8853",2,"811","2","PLR",53.5972602739726
"8854",2,"121","4","PSN",48.5616438356164
"8855",2,"121","1","PLR",40.986301369863
"8856",2,"121","2","PSN",43.6
"8857",1,"711","2","PSN",56.1890410958904
"8858",2,"111","2","PLR",73.5315068493151
"8859",1,"121","2","PSN",56.227397260274
"8860",1,"811","1","PSN",60.3917808219178
"8861",1,"111","2","PLR",25.8219178082192
"8862",2,"0","2","VERTS",37.4657534246575
"8863",2,"121","1","PSN",42.2
"8864",1,"711","1","PLR",38.1835616438356
"8865",2,"111","4","PSN",45.613698630137
"8866",2,"111","3","UDC",83.9315068493151
"8867",2,"121","2","PSN",81.9835616438356
"8868",2,"121","1","PSN",52.1424657534247
"8869",2,"122","4","UDC",59.1095890410959
"8870",2,"121","4","PLR",85.2356164383562
"8871",2,"121","1","POP-SOL",40.6438356164384
"8872",1,"111","1","VERTS",25.6931506849315
"8873",1,"111","2","PLR",53.1561643835616
"8874",1,"121","2","PSN",53.4520547945205
"8875",1,"111","1","PSN",50.3561643835616
"8876",1,"111","4","POP-SOL",49.5287671232877
"8877",1,"111","3","PSN",92.1150684931507
"8878",2,"111","2","PDC",67.841095890411
"8879",1,"121","2","PSN",62.972602739726
"8880",2,"811","2","PSN",39.0767123287671
"8881",2,"121","2","PLR",65.558904109589
"8882",2,"121","4","PLR",34.5369863013699
"8883",2,"121","2","PLR",54.7424657534247
"8884",1,"121","2","UDC",40.627397260274
"8885",2,"111","1","PSN",55.0657534246575
"8886",2,"711","1","PSN",34.4547945205479
"8887",1,"711","1","UDC",21.7369863013699
"8888",2,"121","2","PDC",61.813698630137
"8889",2,"121","2","PLR",32.4684931506849
"8890",2,"111","3","PSN",57.027397260274
"8891",2,"121","2","VERTS",59.5643835616438
"8892",2,"121","1","PSN",38.1698630136986
"8893",2,"121","3","PSN",87.4931506849315
"8894",2,"121","3","PSN",78.572602739726
"8895",2,"121","3","PLR",77.2082191780822
"8896",1,"0","1","VERTS",21.7424657534247
"8897",1,"111","2","PSN",52.8493150684931
"8898",2,"111","3","VERTS",72.0986301369863
"8899",1,"711","2","PSN",59.5369863013699
"8900",1,"711","1","VERTS",29.6931506849315
"8901",1,"121","1","PSN",36.772602739726
"8902",2,"111","2","POP-SOL",79.2958904109589
"8903",1,"121","1","UDC",65.3808219178082
"8904",1,"711","1","PLR",31.1397260273973
"8905",1,"811","2","POP-SOL",63.0301369863014
"8906",2,"111","2","VERTS",58.241095890411
"8907",1,"111","1","PLR",27.3506849315068
"8908",2,"111","2","PSN",48.3397260273973
"8909",1,"111","1","PSN",28.4438356164384
"8910",1,"0","1","PLR",32.958904109589
"8911",1,"121","1","PLR",45.1013698630137
"8912",1,"111","1","PSN",34.572602739726
"8913",1,"711","4","PLR",63.5178082191781
"8914",2,"121","3","PSN",85.4465753424657
"8915",1,"121","1","PSN",33.6849315068493
"8916",2,"111","4","PLR",71.3397260273973
"8917",1,"121","2","VERT-LIB",59.2575342465753
"8918",2,"121","2","PSN",89.9917808219178
"8919",2,"121","3","PSN",47.586301369863
"8920",1,"121","2","PSN",61.3780821917808
"8921",1,"121","1","VERT-LIB",37.6876712328767
"8922",1,"121","1","PSN",21.2027397260274
"8923",1,"111","6","PLR",52.9205479452055
"8924",2,"111","2","VERTS",42.2794520547945
"8925",1,"711","1","POP-SOL",71.4219178082192
"8926",2,"811","2","VERTS",34.4657534246575
"8927",1,"811","1","VERT-LIB",27.9424657534247
"8928",2,"121","2","PLR",74.0958904109589
"8929",2,"111","3","POP-SOL",100.701369863014
"8930",2,"711","2","PLR",41.5780821917808
"8931",2,"111","1","PSN",23.1753424657534
"8932",1,"811","2","VERTS",43.7835616438356
"8933",1,"121","2","PLR",59.2547945205479
"8934",1,"111","2","PSN",65.5232876712329
"8935",2,"111","3","POP-SOL",81.9890410958904
"8936",1,"711","4","UDC",63.5123287671233
"8937",2,"121","1","PLR",51.013698630137
"8938",1,"111","2","PLR",83.9342465753425
"8939",2,"711","2","PSN",32.5013698630137
"8940",1,"121","4","VERT-LIB",58.5369863013699
"8941",1,"711","1","PLR",34.8575342465753
"8942",2,"121","2","VERTS",49.9808219178082
"8943",1,"811","2","POP-SOL",52.5315068493151
"8944",1,"121","1","PLR",62.7013698630137
"8945",2,"121","1","POP-SOL",27.9506849315068
"8946",1,"111","1","PSN",62.4958904109589
"8947",1,"711","2","VERT-LIB",34.0904109589041
"8948",1,"111","2","PLR",50.5315068493151
"8949",2,"0","2","PLR",43.6684931506849
"8950",1,"711","1","POP-SOL",45.0876712328767
"8951",2,"121","2","VERT-LIB",44.641095890411
"8952",1,"121","2","VERTS",37.8
"8953",2,"121","2","PLR",41.5753424657534
"8954",2,"111","2","PLR",41.7095890410959
"8955",2,"121","1","PSN",19.7150684931507
"8956",1,"121","1","PLR",29.9698630136986
"8957",1,"121","1","PLR",35.7808219178082
"8958",2,"111","2","PSN",66.5808219178082
"8959",2,"811","1","PSN",30.7342465753425
"8960",1,"111","4","PSN",61.0027397260274
"8961",1,"811","2","PLR",47.7260273972603
"8962",1,"121","4","PSN",47.3041095890411
"8963",2,"121","1","PLR",34.8657534246575
"8964",2,"111","4","PSN",62.1041095890411
"8965",1,"111","1","PLR",42.5260273972603
"8966",2,"711","2","VERTS",50.3178082191781
"8967",2,"121","1","VERTS",51.9397260273973
"8968",1,"0","2","PDC",76.6465753424658
"8969",2,"711","1","VERTS",24.172602739726
"8970",2,"111","2","PLR",76.1205479452055
"8971",1,"111","2","PSN",58.0383561643836
"8972",1,"121","2","PLR",69.5753424657534
"8973",1,"711","1","PSN",49.7890410958904
"8974",1,"111","1","PLR",20.3123287671233
"8975",2,"111","2","VERTS",28.3506849315068
"8976",1,"121","1","PSN",43.227397260274
"8977",2,"121","2","PSN",72.1424657534247
"8978",2,"111","3","PLR",74.8164383561644
"8979",2,"0","1","PLR",20.1397260273973
"8980",1,"121","1","VERT-LIB",24.3232876712329
"8981",1,"121","1","PLR",26.386301369863
"8982",2,"121","1","PSN",30.6219178082192
"8983",1,"711","1","PLR",35.3972602739726
"8984",1,"811","2","PLR",46.3095890410959
"8985",2,"121","4","POP-SOL",48.7041095890411
"8986",1,"811","1","VERTS",38.813698630137
"8987",2,"111","1","PLR",42.586301369863
"8988",1,"121","1","POP-SOL",41.0027397260274
"8989",1,"111","4","PLR",64.8191780821918
"8990",1,"711","2","PLR",31.7041095890411
"8991",1,"111","2","PLR",56.5972602739726
"8992",2,"711","4","PSN",26.213698630137
"8993",1,"711","1","PSN",48.3424657534247
"8994",2,"111","1","PLR",20.5479452054795
"8995",2,"111","4","PLR",45.9753424657534
"8996",2,"121","4","PSN",38.9178082191781
"8997",2,"121","2","PLR",44.9315068493151
"8998",1,"111","1","PSN",44.6986301369863
"8999",1,"121","2","VERTS",44.8082191780822
"9000",1,"121","4","PLR",54.0876712328767
"9001",2,"811","1","PLR",22.6356164383562
"9002",1,"111","2","PLR",58.6383561643836
"9003",2,"111","3","PLR",95.2520547945205
"9004",2,"121","4","VERT-LIB",77.7095890410959
"9005",2,"111","2","PLR",68.654794520548
"9006",2,"121","1","PLR",35.8931506849315
"9007",1,"121","2","PLR",44.8328767123288
"9008",2,"121","4","PSN",71.1972602739726
"9009",1,"711","1","PSN",39.6356164383562
"9010",1,"111","2","PLR",42.2767123287671
"9011",1,"121","1","VERTS",37.0739726027397
"9012",2,"711","2","PSN",71.1808219178082
"9013",2,"121","1","PSN",28.6520547945205
"9014",2,"111","2","PLR",71.7945205479452
"9015",2,"121","2","VERTS",49.6109589041096
"9016",2,"121","1","PLR",20.958904109589
"9017",2,"111","1","PSN",73.9041095890411
"9018",1,"121","1","PLR",27.6904109589041
"9019",1,"711","1","PLR",32.0383561643836
"9020",2,"711","1","PLR",44.1369863013699
"9021",2,"121","3","VERTS",73.9178082191781
"9022",1,"111","2","PLR",72.4767123287671
"9023",1,"121","4","PSN",61.6493150684932
"9024",2,"111","1","PSN",33.4630136986301
"9025",1,"111","2","PLR",43.1506849315069
"9026",2,"121","1","PSN",45.2027397260274
"9027",1,"121","1","PSN",22.0465753424658
"9028",1,"121","1","PSN",36.1616438356164
"9029",2,"111","3","VERTS",90.8767123287671
"9030",2,"121","2","POP-SOL",47.5452054794521
"9031",1,"711","1","PLR",21.8849315068493
"9032",2,"711","1","POP-SOL",33.5178082191781
"9033",2,"121","2","UDC",42.9397260273973
"9034",1,"111","2","PSN",68.5479452054795
"9035",2,"111","1","UDC",46.9123287671233
