"","SEX","RELIGION","MARITALSTATUS","parti","age"
"2863",2,"711","2","PLR",53.213698630137
"2864",1,"0","2","PSN",31.5643835616438
"2865",1,"121","2","VERTS",59.2520547945205
"2866",2,"121","1","PLR",32.5232876712329
"2867",1,"111","2","PLR",67.4219178082192
"2868",2,"111","4","PLR",67.3150684931507
"2869",2,"121","2","VERTS",47.972602739726
"2870",1,"121","2","POP-SOL",38.613698630137
"2871",2,"711","1","PLR",38.2876712328767
"2872",1,"121","2","PLR",63.4356164383562
"2873",2,"711","1","PLR",42.5123287671233
"2874",1,"711","4","PLR",54.8904109589041
"2875",1,"711","1","PLR",28.2054794520548
"2876",2,"111","2","PLR",40.8383561643836
"2877",2,"711","2","PLR",68.613698630137
"2878",2,"121","2","UDC",64.4219178082192
"2879",2,"121","1","PDC",27.6904109589041
"2880",2,"111","2","PLR",64.3315068493151
"2881",1,"121","1","POP-SOL",60.0219178082192
"2882",2,"711","1","PLR",48.6109589041096
"2883",2,"121","1","PSN",21.2383561643836
"2884",1,"111","2","PLR",81.8465753424658
"2885",2,"121","2","PLR",71.3671232876712
"2886",2,"811","4","PLR",61.4027397260274
"2887",2,"121","2","UDC",34.3671232876712
"2888",2,"121","2","PSN",62.358904109589
"2889",1,"811","2","VERTS",55.3698630136986
"2890",1,"711","4","PLR",47.2602739726027
"2891",2,"111","1","UDC",59.0082191780822
"2892",1,"121","4","PLR",39.3698630136986
"2893",1,"121","1","POP-SOL",47.9424657534247
"2894",2,"111","2","UDC",83.3671232876712
"2895",2,"111","4","PLR",62.6794520547945
"2896",2,"121","3","VERTS",70.0328767123288
"2897",1,"711","2","UDC",61.5506849315069
"2898",2,"121","4","PSN",64.8958904109589
"2899",2,"121","2","PLR",41.4904109589041
"2900",1,"811","2","PDC",55.4739726027397
"2901",2,"811","1","PLR",20.7945205479452
"2902",2,"711","2","VERT-LIB",40.6794520547945
"2903",2,"811","2","PSN",38.8575342465753
"2904",1,"711","2","PLR",49.4493150684931
"2905",2,"121","2","PSN",69.0356164383562
"2906",2,"711","1","PDC",20.8739726027397
"2907",1,"711","4","PLR",49.7835616438356
"2908",2,"711","2","PSN",47.7917808219178
"2909",1,"711","4","PLR",53.7397260273973
"2910",2,"121","4","VERTS",77.227397260274
"2911",1,"111","2","PLR",69.345205479452
"2912",1,"711","1","PLR",32.8493150684931
"2913",2,"111","2","UDC",60.4630136986301
"2914",1,"121","1","PSN",31.6602739726027
"2915",2,"711","2","VERTS",39.0821917808219
"2916",2,"0","1","VERT-LIB",29.1424657534247
"2917",1,"111","4","PSN",59.7753424657534
"2918",2,"111","2","VERTS",81.5479452054795
"2919",1,"811","1","PLR",27.1945205479452
"2920",2,"811","2","PLR",42.1095890410959
"2921",2,"711","2","UDC",62.7506849315068
"2922",2,"121","2","PLR",38.3424657534247
"2923",1,"122","4","PLR",56.4904109589041
"2924",2,"111","2","PSN",68.7534246575343
"2925",2,"111","2","VERTS",77.3342465753425
"2926",2,"711","2","PSN",42.027397260274
"2927",1,"811","2","PSN",33.0821917808219
"2928",1,"711","1","VERTS",29.2109589041096
"2929",1,"121","1","POP-SOL",25.3424657534247
"2930",2,"111","3","PLR",82.6712328767123
"2931",1,"111","2","PLR",37.7369863013699
"2932",1,"121","2","UDC",60.4739726027397
"2933",1,"711","1","PLR",31.7287671232877
"2934",2,"111","2","POP-SOL",44.4493150684931
"2935",2,"811","1","PLR",36.9150684931507
"2936",2,"121","2","VERT-LIB",35.813698630137
"2937",1,"111","1","VERTS",29.0191780821918
"2938",2,"111","4","UDC",78.8465753424658
"2939",1,"111","4","VERTS",66.1561643835616
"2940",1,"121","1","PSN",36.5917808219178
"2941",1,"711","1","PLR",29.6630136986301
"2942",2,"121","1","VERTS",22.5917808219178
"2943",1,"711","2","PSN",49.8876712328767
"2944",1,"811","1","PLR",38.958904109589
"2945",2,"121","3","VERTS",82.6712328767123
"2946",2,"111","4","PLR",42.0246575342466
"2947",1,"111","1","PLR",34.9698630136986
"2948",2,"811","1","UDC",19.972602739726
"2949",1,"711","1","PLR",39.5315068493151
"2950",1,"111","2","PSN",79.7178082191781
"2951",2,"121","2","PSN",60.0301369863014
"2952",2,"711","3","VERTS",64.5178082191781
"2953",1,"111","2","VERTS",37.7917808219178
"2954",1,"711","2","VERTS",40.8356164383562
"2955",1,"111","2","PSN",47.1041095890411
"2956",1,"711","2","PSN",53.4383561643836
"2957",1,"121","1","UDC",22.4383561643836
"2958",1,"121","1","PLR",25.7835616438356
"2959",2,"711","2","PSN",37.3041095890411
"2960",1,"121","2","PLR",56.6657534246575
"2961",2,"111","2","PLR",71.6438356164384
"2962",2,"811","1","PLR",26.1260273972603
"2963",1,"111","1","PLR",41.4904109589041
"2964",2,"121","4","PSN",62.627397260274
"2965",2,"121","3","PLR",79.3972602739726
"2966",1,"811","2","PLR",38.4876712328767
"2967",2,"711","2","PSN",39.3342465753425
"2968",1,"711","1","PLR",27.4958904109589
"2969",2,"121","2","POP-SOL",41.6328767123288
"2970",1,"121","2","PLR",52.7780821917808
"2971",1,"111","4","PSN",63.0520547945206
"2972",2,"711","2","PLR",57.4219178082192
"2973",1,"811","1","PSN",40.9698630136986
"2974",2,"111","4","PLR",52.6931506849315
"2975",2,"121","2","PSN",68.0328767123288
"2976",1,"111","1","PSN",53.1945205479452
"2977",2,"711","4","PSN",47.0493150684932
"2978",1,"711","4","PLR",47.0219178082192
"2979",2,"121","1","PLR",20.6986301369863
"2980",2,"121","1","VERTS",20.2383561643836
"2981",1,"121","2","PLR",57.9671232876712
"2982",1,"121","1","POP-SOL",22.6575342465753
"2983",2,"111","2","PLR",61.0739726027397
"2984",2,"811","1","POP-SOL",33.9917808219178
"2985",1,"121","3","POP-SOL",79.3561643835616
"2986",1,"811","2","PLR",34.0712328767123
"2987",2,"121","2","PSN",47.7780821917808
"2988",2,"121","1","PSN",20.5479452054795
"2989",2,"111","2","PSN",43.7698630136986
"2990",2,"711","1","PLR",27.786301369863
"2991",1,"711","1","UDC",34.3753424657534
"2992",2,"811","2","PLR",32.6986301369863
"2993",2,"121","2","UDC",64.6356164383562
"2994",2,"711","2","PSN",83.0520547945205
"2995",2,"711","2","PDC",47.6931506849315
"2996",1,"111","4","VERTS",60.6931506849315
"2997",2,"811","2","POP-SOL",80.7643835616438
"2998",1,"111","1","POP-SOL",60.9452054794521
"2999",2,"111","1","PSN",24.8630136986301
"3000",2,"121","2","UDC",74.1123287671233
"3001",2,"111","2","PSN",73.7671232876712
"3002",2,"0","1","VERTS",24.8849315068493
"3003",2,"121","2","PLR",50.5753424657534
"3004",2,"111","1","VERTS",21.8794520547945
"3005",2,"811","2","PSN",51.9534246575342
"3006",1,"811","2","PLR",35.013698630137
"3007",1,"121","2","PSN",55.7315068493151
"3008",2,"121","4","PSN",55.7917808219178
"3009",1,"111","4","PLR",60.8301369863014
"3010",1,"111","2","PLR",60.2328767123288
"3011",1,"711","1","POP-SOL",27.813698630137
"3012",2,"121","1","POP-SOL",24.7342465753425
"3013",1,"121","1","VERTS",31.2520547945205
"3014",1,"711","2","PLR",29.758904109589
"3015",2,"711","2","PSN",50.5671232876712
"3016",1,"111","3","PLR",103.227397260274
"3017",2,"111","4","VERT-LIB",74.427397260274
"3018",1,"121","2","PDC",53.8301369863014
"3019",1,"111","2","PSN",88.2767123287671
"3020",2,"111","4","PDC",69.441095890411
"3021",1,"111","3","VERT-LIB",69.6493150684932
"3022",1,"121","1","PSN",22.5616438356164
"3023",2,"121","2","PSN",65.1698630136986
"3024",2,"111","1","PSN",55.2383561643836
"3025",1,"121","4","PLR",61.6465753424658
"3026",1,"111","3","PLR",85.3808219178082
"3027",1,"121","2","PSN",88.9452054794521
"3028",1,"121","1","PLR",30.7808219178082
"3029",1,"711","1","VERT-LIB",34.4054794520548
"3030",1,"811","2","PSN",56.5205479452055
"3031",2,"111","2","PSN",66.786301369863
"3032",2,"711","1","PSN",27.7068493150685
"3033",1,"111","1","PSN",36.027397260274
"3034",2,"111","1","VERTS",78.0164383561644
"3035",1,"121","4","PSN",33.9616438356164
"3036",1,"111","2","UDC",34.2876712328767
"3037",1,"111","2","POP-SOL",82.7808219178082
"3038",2,"121","2","PLR",55.5178082191781
"3039",2,"811","2","VERT-LIB",51.0767123287671
"3040",2,"111","3","VERTS",80.4767123287671
"3041",2,"121","1","VERTS",41.8712328767123
"3042",1,"811","2","PLR",41.386301369863
"3043",2,"121","4","PDC",60.3424657534247
"3044",2,"111","2","PSN",41.4520547945205
"3045",2,"121","1","PSN",39.9369863013699
"3046",1,"121","2","PSN",62.9424657534247
"3047",1,"121","2","PSN",48.3534246575342
"3048",1,"121","2","PLR",61.5123287671233
"3049",2,"711","1","VERTS",25.5808219178082
"3050",2,"711","1","PSN",29.1671232876712
"3051",2,"0","2","PLR",50.0575342465753
"3052",1,"121","4","VERTS",41.4986301369863
"3053",1,"111","2","PSN",31.6575342465753
"3054",1,"711","1","PSN",22.5479452054795
"3055",2,"121","1","PLR",24.0904109589041
"3056",1,"811","4","PSN",43.9342465753425
"3057",2,"121","1","PDC",60.5698630136986
"3058",2,"811","2","VERTS",57.1835616438356
"3059",2,"811","2","PSN",68.2520547945205
"3060",2,"811","2","PLR",39.0027397260274
"3061",1,"711","2","PLR",36.1150684931507
"3062",2,"121","1","PSN",39.7890410958904
"3063",1,"121","2","PLR",36.2821917808219
"3064",1,"811","4","PLR",72.9506849315069
"3065",1,"111","2","PLR",88.6657534246575
"3066",2,"811","2","POP-SOL",41.3342465753425
"3067",2,"811","2","PSN",55.3424657534247
"3068",1,"121","1","VERT-LIB",35.0602739726027
"3069",2,"121","1","VERTS",28.6438356164384
"3070",1,"111","2","PLR",72.9205479452055
"3071",1,"711","4","PSN",66.9260273972603
"3072",2,"121","3","VERTS",79.7095890410959
"3073",2,"111","1","PSN",29.1506849315068
"3074",2,"111","2","VERT-LIB",52.1506849315069
"3075",2,"111","2","PLR",75.3342465753425
"3076",2,"121","1","PSN",26.3232876712329
"3077",1,"711","1","POP-SOL",25.6356164383562
"3078",1,"711","2","PLR",83.4164383561644
"3079",2,"811","2","PLR",67.4438356164383
"3080",2,"111","1","PSN",62.4301369863014
"3081",2,"811","1","PSN",23.6301369863014
"3082",2,"111","1","PSN",50.0876712328767
"3083",1,"121","1","PLR",63.8082191780822
"3084",2,"111","2","PLR",34.186301369863
"3085",1,"111","2","UDC",67.9150684931507
"3086",1,"711","1","PLR",39.4438356164384
"3087",1,"711","1","PLR",34.0767123287671
"3088",1,"111","1","PSN",45.3123287671233
"3089",2,"111","2","PLR",59.6082191780822
"3090",2,"111","1","PLR",89.2630136986301
"3091",2,"121","2","PLR",44.2109589041096
"3092",1,"121","2","PSN",81.9041095890411
"3093",2,"711","2","POP-SOL",70.9643835616438
"3094",1,"111","1","VERT-LIB",51.6
"3095",1,"711","1","PSN",33.7095890410959
"3096",1,"711","1","VERTS",29.3068493150685
"3097",2,"711","1","POP-SOL",37.2794520547945
"3098",1,"111","2","VERTS",51.5424657534247
"3099",1,"111","2","PLR",76.7561643835616
"3100",1,"121","2","UDC",54.0383561643836
"3101",2,"711","2","UDC",37.9972602739726
"3102",1,"811","2","UDC",37.2575342465753
"3103",1,"111","2","PLR",40.4328767123288
"3104",1,"111","1","PLR",25.7780821917808
"3105",2,"811","4","PSN",61.8164383561644
"3106",2,"811","1","PSN",28.6246575342466
"3107",2,"711","2","POP-SOL",67.6904109589041
"3108",1,"711","1","PSN",34.1808219178082
"3109",1,"121","1","PSN",25.2684931506849
"3110",2,"121","1","PLR",25.8383561643836
"3111",2,"122","2","VERTS",43.5287671232877
"3112",2,"111","4","PSN",63.9643835616438
"3113",1,"811","2","VERTS",69.4931506849315
"3114",1,"711","2","VERTS",72.7917808219178
"3115",2,"711","1","PLR",67.4958904109589
"3116",2,"121","2","VERT-LIB",68.1534246575342
"3117",1,"111","1","PLR",33.6931506849315
"3118",1,"111","1","PSN",28
"3119",2,"111","1","VERTS",52.3917808219178
"3120",2,"121","1","PLR",25.986301369863
"3121",1,"111","2","PSN",58.9287671232877
"3122",1,"121","2","POP-SOL",50.2493150684932
"3123",1,"121","1","UDC",30.8
"3124",1,"111","4","UDC",63.4958904109589
"3125",1,"111","1","PSN",26.3013698630137
"3126",1,"711","1","PLR",23.7890410958904
"3127",1,"121","1","PSN",50.1643835616438
"3128",2,"121","2","PSN",73.1945205479452
"3129",2,"121","2","PLR",55.8082191780822
"3130",2,"711","1","VERTS",40.7643835616438
"3131",1,"111","2","POP-SOL",45.5342465753425
"3132",2,"121","4","UDC",45.7616438356164
"3133",1,"121","2","PDC",49.5835616438356
"3134",1,"121","2","PLR",35.9643835616438
"3135",2,"111","1","PSN",78.3095890410959
"3136",2,"121","2","PSN",54.0082191780822
"3137",1,"711","4","UDC",54.2904109589041
"3138",2,"121","2","PSN",51.1698630136986
"3139",1,"111","4","PLR",74.1068493150685
"3140",1,"811","1","PSN",24.8767123287671
"3141",2,"121","2","PLR",83.3315068493151
"3142",2,"811","2","VERT-LIB",46.1123287671233
"3143",2,"111","3","PSN",93.7616438356164
"3144",1,"121","1","VERT-LIB",34.0520547945206
"3145",1,"111","4","PLR",77.6438356164384
"3146",1,"111","2","PLR",87.9315068493151
"3147",2,"111","2","PSN",52.7835616438356
"3148",2,"121","2","PSN",61.1671232876712
"3149",2,"111","4","PSN",81.7479452054795
"3150",1,"111","2","PLR",47.0027397260274
"3151",2,"811","1","PSN",21.6904109589041
"3152",1,"111","2","PLR",56.9506849315068
"3153",2,"121","1","PLR",21.5835616438356
"3154",1,"0","1","PSN",31.572602739726
"3155",1,"121","1","PSN",28.7616438356164
"3156",1,"121","2","PSN",41.5616438356164
"3157",1,"0","2","PSN",48.372602739726
"3158",1,"111","1","PLR",60.8547945205479
"3159",1,"121","1","VERTS",31.2575342465753
"3160",1,"711","1","VERTS",32.5506849315069
"3161",1,"711","1","UDC",30.5808219178082
"3162",1,"711","2","PSN",55.9232876712329
"3163",1,"121","2","PSN",62.0794520547945
"3164",2,"711","2","PSN",40.1123287671233
"3165",2,"121","4","PLR",45.3424657534247
"3166",1,"111","1","VERTS",79.1890410958904
"3167",2,"121","2","VERT-LIB",75.6027397260274
"3168",1,"711","2","PLR",35.2630136986301
"3169",1,"121","4","PSN",44.4328767123288
"3170",1,"711","4","UDC",43.3890410958904
"3171",1,"111","2","PSN",32.1424657534247
"3172",1,"711","2","PLR",59.9616438356164
"3173",2,"121","2","PLR",74.3643835616438
"3174",1,"121","2","UDC",55.2657534246575
"3175",1,"711","2","VERTS",33.2191780821918
"3176",1,"121","2","PSN",57.1561643835616
"3177",1,"711","1","PSN",78.4657534246575
"3178",1,"111","1","PSN",40.0602739726027
"3179",2,"711","4","PLR",34.6520547945205
"3180",2,"121","1","PLR",51.3369863013699
"3181",2,"121","2","PSN",56.5808219178082
"3182",2,"111","2","PLR",69.3945205479452
"3183",1,"121","2","PLR",54.0520547945206
"3184",2,"121","2","POP-SOL",34.7041095890411
"3185",2,"121","2","UDC",70.3534246575342
"3186",2,"711","1","VERTS",34.8191780821918
"3187",1,"711","1","PSN",32.2465753424658
"3188",1,"121","2","PLR",63.1616438356164
"3189",2,"121","2","PLR",49.8547945205479
"3190",2,"811","2","PLR",30.6191780821918
"3191",1,"121","2","UDC",57.9342465753425
"3192",1,"711","1","VERTS",24.2493150684931
"3193",1,"121","1","PDC",38.0767123287671
"3194",2,"121","2","PSN",44.6739726027397
"3195",1,"811","2","PSN",56.7068493150685
"3196",2,"111","1","PSN",47.5041095890411
"3197",2,"121","2","PLR",71.613698630137
"3198",2,"111","2","PLR",62.186301369863
"3199",1,"111","2","PLR",41.1041095890411
"3200",2,"811","1","PSN",27.5041095890411
"3201",1,"111","2","UDC",84.5095890410959
"3202",1,"121","1","PLR",44.1068493150685
"3203",1,"121","2","VERTS",42.4657534246575
"3204",2,"811","1","PSN",25.1972602739726
"3205",1,"711","1","PSN",39.4191780821918
"3206",1,"121","1","PLR",27.1808219178082
"3207",1,"711","2","PLR",45.9506849315068
"3208",1,"0","1","PLR",33.7287671232877
"3209",1,"121","2","PLR",59.0082191780822
"3210",2,"111","2","UDC",65.5287671232877
"3211",2,"711","2","PLR",83.4767123287671
"3212",2,"121","4","PLR",53.4657534246575
"3213",1,"711","1","VERTS",36.7041095890411
"3214",2,"111","3","PSN",77.7890410958904
"3215",2,"811","2","PSN",44.4630136986301
"3216",2,"111","2","PDC",45.3095890410959
"3217",1,"121","2","VERT-LIB",61.7780821917808
"3218",2,"711","1","VERTS",39.358904109589
"3219",1,"711","2","PSN",64.8082191780822
"3220",1,"121","3","VERTS",52.9972602739726
"3221",1,"111","2","VERTS",61.6246575342466
"3222",1,"121","4","PLR",65.4849315068493
"3223",1,"121","2","PSN",46.0684931506849
"3224",2,"711","2","PSN",47.0054794520548
"3225",2,"121","4","POP-SOL",57.2383561643836
"3226",1,"811","2","VERTS",62.6767123287671
"3227",2,"121","1","PLR",85.7232876712329
"3228",1,"111","2","PLR",65.2575342465753
"3229",2,"711","2","PSN",51.3424657534247
"3230",2,"111","1","VERTS",39.1917808219178
"3231",2,"111","1","VERTS",42.4301369863014
"3232",1,"711","2","VERTS",47.3369863013699
"3233",1,"0","2","PLR",34.641095890411
"3234",1,"111","1","PSN",31.2876712328767
"3235",2,"111","2","POP-SOL",46.8219178082192
"3236",2,"711","2","VERTS",28.9780821917808
"3237",2,"711","1","PLR",57.1945205479452
"3238",1,"121","4","PSN",76.1315068493151
"3239",2,"111","3","PLR",81.3616438356164
"3240",2,"711","1","PLR",27.3123287671233
"3241",1,"121","4","PSN",71.7808219178082
"3242",2,"111","2","VERTS",68.3808219178082
"3243",2,"111","2","PSN",84.6876712328767
"3244",2,"711","2","VERTS",34.6821917808219
"3245",1,"121","2","PLR",50.7369863013699
"3246",1,"121","2","VERT-LIB",57.5890410958904
"3247",2,"711","4","PLR",55.4383561643836
"3248",2,"711","1","POP-SOL",46.2219178082192
"3249",2,"711","1","PSN",44.1616438356164
"3250",1,"711","2","VERT-LIB",50.1342465753425
"3251",1,"711","2","PSN",46.4849315068493
"3252",2,"711","1","PSN",33.0547945205479
"3253",1,"121","4","PSN",55.6958904109589
"3254",2,"811","2","PSN",66.9698630136986
"3255",2,"111","3","PSN",76.5561643835617
"3256",2,"111","3","VERTS",67.6164383561644
"3257",2,"121","2","PLR",40.3835616438356
"3258",2,"111","3","PLR",90.4547945205479
"3259",1,"121","1","PSN",36.3972602739726
"3260",2,"111","1","PSN",65.4328767123288
"3261",1,"711","2","PSN",38.4219178082192
"3262",1,"711","1","PSN",51.4246575342466
"3263",1,"711","4","PLR",69.7972602739726
"3264",1,"121","2","VERT-LIB",42.5890410958904
"3265",2,"111","4","PSN",87.4328767123288
"3266",2,"711","2","UDC",56.6657534246575
"3267",2,"811","2","PSN",27.9013698630137
"3268",1,"121","2","VERTS",74.8876712328767
"3269",2,"811","1","VERTS",27.2219178082192
"3270",2,"711","1","PLR",28.7369863013699
"3271",2,"711","1","PSN",31.8630136986301
"3272",1,"121","1","PLR",29.841095890411
"3273",2,"711","2","PSN",54.9561643835616
"3274",2,"711","2","PSN",41.3479452054795
"3275",1,"111","1","VERT-LIB",54.3013698630137
"3276",2,"121","2","PLR",47.6712328767123
"3277",1,"111","1","PLR",56.8821917808219
"3278",1,"111","2","PLR",67.9232876712329
"3279",2,"121","1","PSN",57.9068493150685
"3280",2,"121","2","PSN",63.641095890411
"3281",1,"121","2","PSN",54.7561643835616
"3282",2,"121","1","POP-SOL",48.3369863013699
"3283",2,"111","1","POP-SOL",63.4575342465753
"3284",2,"811","1","PLR",28.6191780821918
"3285",2,"111","2","VERT-LIB",63.2712328767123
"3286",1,"711","4","PSN",51.9424657534247
"3287",1,"121","2","PLR",49.4
"3288",1,"711","2","PSN",52.2630136986301
"3289",1,"711","2","PLR",44.7698630136986
"3290",1,"111","2","PLR",44.813698630137
"3291",1,"711","1","PSN",27.7479452054795
"3292",2,"711","4","POP-SOL",68.8876712328767
"3293",2,"121","1","VERTS",41.3753424657534
"3294",1,"121","2","PSN",61.0109589041096
"3295",2,"711","4","PLR",44.3123287671233
"3296",1,"711","2","PLR",53.2383561643836
"3297",2,"711","4","PSN",46.3260273972603
"3298",2,"121","4","VERTS",93.0657534246575
"3299",1,"0","1","VERTS",41.6630136986301
"3300",1,"121","1","UDC",33.8684931506849
"3301",1,"111","1","PLR",30.158904109589
"3302",1,"0","2","VERTS",74.1835616438356
"3303",2,"811","1","PLR",73.572602739726
"3304",2,"0","2","POP-SOL",35.7315068493151
"3305",2,"121","2","PSN",43.2849315068493
"3306",1,"111","2","PLR",79.3479452054794
"3307",2,"122","2","VERTS",39.4904109589041
"3308",1,"111","2","POP-SOL",44.241095890411
"3309",1,"711","1","PSN",53.827397260274
"3310",1,"121","2","PLR",64.8794520547945
"3311",2,"111","3","UDC",89.5315068493151
"3312",2,"811","1","PLR",24.5205479452055
"3313",2,"121","2","PDC",44.2684931506849
"3314",1,"121","2","VERTS",57.186301369863
"3315",1,"121","2","PSN",81.2
"3316",2,"111","2","PLR",63.5643835616438
"3317",2,"121","2","PLR",53.9315068493151
"3318",2,"711","2","PSN",63.8794520547945
"3319",2,"121","1","POP-SOL",19.7671232876712
"3320",2,"121","4","VERTS",53.8109589041096
"3321",2,"711","4","PLR",56.7041095890411
"3322",2,"111","4","PLR",48.1780821917808
"3323",1,"711","1","PLR",32.227397260274
"3324",2,"111","2","PSN",42.7972602739726
"3325",1,"711","1","PLR",26.4493150684931
"3326",1,"121","1","POP-SOL",33.5205479452055
"3327",1,"121","2","PLR",44.5972602739726
"3328",1,"121","2","PLR",84.4520547945205
"3329",2,"711","2","PLR",36.8246575342466
"3330",2,"711","2","POP-SOL",35.7753424657534
"3331",1,"121","4","PLR",68.1424657534247
"3332",2,"811","1","UDC",42.5068493150685
"3333",1,"711","1","VERTS",30.5178082191781
"3334",1,"111","2","PSN",69.5150684931507
"3335",1,"121","1","PLR",50.8794520547945
"3336",2,"811","2","PSN",41.9561643835616
"3337",2,"121","1","PLR",83.358904109589
"3338",1,"711","2","PLR",49.7808219178082
"3339",1,"111","2","POP-SOL",51.4356164383562
"3340",2,"111","2","PSN",80.5397260273973
"3341",1,"711","2","PSN",36.372602739726
"3342",2,"121","2","PSN",33.5369863013699
"3343",1,"121","1","PSN",26.0821917808219
"3344",2,"111","2","PLR",84.6904109589041
"3345",2,"711","1","PLR",40.3068493150685
"3346",1,"121","1","VERTS",32.6547945205479
"3347",2,"811","2","PLR",58.2986301369863
"3348",2,"711","2","VERTS",59.2958904109589
"3349",1,"711","1","VERTS",25.3013698630137
"3350",1,"811","2","VERT-LIB",49.3561643835616
"3351",2,"711","1","VERTS",30.3315068493151
"3352",2,"121","4","PSN",54.1041095890411
"3353",1,"111","4","PSN",61.3041095890411
"3354",2,"711","4","PLR",45.3506849315068
"3355",1,"711","2","PLR",74.4958904109589
"3356",1,"121","2","PSN",56.5917808219178
"3357",2,"111","1","VERTS",39.0739726027397
"3358",1,"121","2","PSN",50.3643835616438
"3359",2,"111","1","PLR",82.4082191780822
"3360",2,"711","1","PLR",20.1808219178082
"3361",2,"0","1","PLR",35.5780821917808
"3362",1,"111","3","PSN",78.4739726027397
"3363",1,"711","2","PDC",62.9753424657534
"3364",1,"111","1","VERTS",51.8164383561644
"3365",2,"811","2","PLR",33.2849315068493
"3366",2,"121","2","PLR",90.5342465753425
"3367",2,"811","2","PLR",25.9232876712329
"3368",2,"122","3","PLR",60.0657534246575
"3369",1,"711","4","PSN",48.6383561643836
"3370",2,"111","1","PSN",30.3506849315068
"3371",2,"711","2","PLR",49.1561643835616
"3372",1,"111","1","PLR",19.7917808219178
"3373",1,"121","4","PSN",53.2164383561644
"3374",1,"111","1","PSN",69.1178082191781
"3375",1,"0","2","VERTS",58.8657534246575
"3376",1,"111","2","PSN",81.8630136986301
"3377",1,"0","2","PSN",43.3315068493151
"3378",2,"111","2","PSN",44.9506849315068
"3379",2,"121","2","PSN",53
"3380",1,"711","2","PLR",75.4904109589041
"3381",1,"811","2","VERTS",29.186301369863
"3382",2,"111","1","PSN",32.841095890411
"3383",2,"111","4","PSN",50.8356164383562
"3384",1,"111","2","PLR",67.3260273972603
"3385",1,"121","2","PSN",37.0931506849315
"3386",1,"111","1","PSN",24.4219178082192
"3387",1,"122","2","PSN",45.3315068493151
"3388",1,"111","2","PLR",65.5506849315069
"3389",2,"711","2","PSN",71.6849315068493
"3390",1,"111","1","PLR",46.6904109589041
"3391",2,"111","2","VERTS",39.9095890410959
"3392",2,"121","1","VERT-LIB",45.0301369863014
"3393",2,"111","2","PLR",37.4328767123288
"3394",2,"111","2","PSN",52.7095890410959
"3395",2,"811","2","PLR",60.2164383561644
"3396",2,"121","3","PLR",83.0547945205479
"3397",2,"121","1","VERTS",60.0219178082192
"3398",1,"111","2","PLR",52.841095890411
"3399",2,"111","3","PSN",56.9397260273973
"3400",1,"121","1","PLR",32.0191780821918
"3401",1,"121","1","PLR",41.6054794520548
"3402",1,"111","4","PLR",32.758904109589
"3403",1,"121","2","PSN",47.8
"3404",2,"811","2","PSN",41.8520547945205
"3405",1,"111","1","PLR",33.5013698630137
"3406",1,"111","2","PLR",72.013698630137
"3407",2,"111","2","PLR",77.7260273972603
"3408",1,"121","1","PSN",34.5808219178082
"3409",2,"711","2","POP-SOL",70.0109589041096
"3410",1,"111","1","UDC",53.2657534246575
"3411",2,"111","1","PLR",63.8301369863014
"3412",2,"111","4","PLR",59.8986301369863
"3413",1,"121","1","PSN",38.9178082191781
"3414",2,"121","2","VERTS",73.6356164383562
"3415",1,"811","2","PSN",74.8328767123288
"3416",2,"121","2","VERT-LIB",80.1945205479452
"3417",1,"111","2","PLR",51.7013698630137
"3418",1,"811","2","PLR",44.8164383561644
"3419",2,"111","1","UDC",92.5698630136986
"3420",1,"121","2","VERTS",44.5287671232877
"3421",1,"111","2","PLR",79.041095890411
"3422",1,"121","1","PLR",75.654794520548
"3423",1,"121","2","POP-SOL",48.8904109589041
"3424",1,"121","2","UDC",53.2958904109589
"3425",2,"711","1","POP-SOL",25.041095890411
"3426",1,"111","4","VERTS",62.4164383561644
"3427",2,"111","2","PSN",57.413698630137
"3428",2,"711","2","PSN",34.9452054794521
"3429",1,"111","1","VERTS",55.8438356164384
"3430",2,"111","3","VERTS",96.4383561643836
"3431",1,"811","2","PSN",51.7342465753425
"3432",1,"121","2","UDC",54.9041095890411
"3433",1,"811","2","PSN",52.4657534246575
"3434",2,"111","3","PLR",74.0767123287671
"3435",1,"711","1","VERTS",33.3506849315068
"3436",2,"111","4","VERTS",55.4356164383562
"3437",2,"0","2","PSN",68.8657534246575
"3438",1,"111","2","PLR",71.3890410958904
"3439",2,"811","2","PSN",65.6931506849315
"3440",2,"111","4","POP-SOL",53.958904109589
"3441",1,"711","1","PSN",24.3506849315068
"3442",2,"711","3","PSN",72.4219178082192
"3443",1,"711","1","PLR",39.5643835616438
"3444",2,"811","2","VERTS",37.8246575342466
"3445",2,"811","1","UDC",22.9232876712329
"3446",1,"711","2","VERTS",53
"3447",1,"111","2","PLR",42.9424657534247
"3448",2,"121","1","POP-SOL",34.3068493150685
"3449",2,"711","2","UDC",45.827397260274
"3450",1,"711","1","PLR",56.4904109589041
"3451",2,"811","2","PLR",26.9945205479452
"3452",2,"121","2","PSN",56.0465753424658
"3453",2,"111","2","PSN",42.2438356164384
"3454",2,"111","1","VERTS",26.9315068493151
"3455",2,"121","2","PLR",77.8219178082192
"3456",1,"711","2","POP-SOL",69.2684931506849
"3457",2,"121","2","PSN",72.5068493150685
"3458",1,"121","1","PLR",26.9780821917808
"3459",2,"121","4","VERTS",42.4602739726027
"3460",2,"111","2","PLR",64.6191780821918
