"","temporelle","temporelle1","geo","cat1","cat2","valeurs"
"26436","2001Q4",2001-12-01,"Cressier (NE)","Femmes","Effectif",0
"26437","2001Q4",2001-12-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26438","2001Q4",2001-12-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26439","2001Q4",2001-12-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26440","2001Q4",2001-12-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26441","2002Q1",2002-03-01,"Cressier (NE)","Femmes","Effectif",0
"26442","2002Q1",2002-03-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26443","2002Q1",2002-03-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26444","2002Q1",2002-03-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26445","2002Q1",2002-03-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26446","2002Q2",2002-06-01,"Cressier (NE)","Femmes","Effectif",0
"26447","2002Q2",2002-06-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26448","2002Q2",2002-06-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26449","2002Q2",2002-06-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26450","2002Q2",2002-06-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26451","2002Q3",2002-09-01,"Cressier (NE)","Femmes","Effectif",0
"26452","2002Q3",2002-09-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26453","2002Q3",2002-09-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26454","2002Q3",2002-09-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26455","2002Q3",2002-09-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26456","2002Q4",2002-12-01,"Cressier (NE)","Femmes","Effectif",0
"26457","2002Q4",2002-12-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26458","2002Q4",2002-12-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26459","2002Q4",2002-12-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26460","2002Q4",2002-12-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26461","2003Q1",2003-03-01,"Cressier (NE)","Femmes","Effectif",0
"26462","2003Q1",2003-03-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26463","2003Q1",2003-03-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26464","2003Q1",2003-03-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26465","2003Q1",2003-03-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26466","2003Q2",2003-06-01,"Cressier (NE)","Femmes","Effectif",0
"26467","2003Q2",2003-06-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26468","2003Q2",2003-06-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26469","2003Q2",2003-06-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26470","2003Q2",2003-06-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26471","2003Q3",2003-09-01,"Cressier (NE)","Femmes","Effectif",0
"26472","2003Q3",2003-09-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26473","2003Q3",2003-09-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26474","2003Q3",2003-09-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26475","2003Q3",2003-09-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26476","2003Q4",2003-12-01,"Cressier (NE)","Femmes","Effectif",0
"26477","2003Q4",2003-12-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26478","2003Q4",2003-12-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26479","2003Q4",2003-12-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26480","2003Q4",2003-12-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26481","2004Q1",2004-03-01,"Cressier (NE)","Femmes","Effectif",0
"26482","2004Q1",2004-03-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26483","2004Q1",2004-03-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26484","2004Q1",2004-03-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26485","2004Q1",2004-03-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26486","2004Q2",2004-06-01,"Cressier (NE)","Femmes","Effectif",0
"26487","2004Q2",2004-06-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26488","2004Q2",2004-06-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26489","2004Q2",2004-06-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26490","2004Q2",2004-06-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26491","2004Q3",2004-09-01,"Cressier (NE)","Femmes","Effectif",0
"26492","2004Q3",2004-09-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26493","2004Q3",2004-09-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26494","2004Q3",2004-09-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26495","2004Q3",2004-09-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26496","2004Q4",2004-12-01,"Cressier (NE)","Femmes","Effectif",0
"26497","2004Q4",2004-12-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26498","2004Q4",2004-12-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26499","2004Q4",2004-12-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26500","2004Q4",2004-12-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26501","2005Q1",2005-03-01,"Cressier (NE)","Femmes","Effectif",0
"26502","2005Q1",2005-03-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26503","2005Q1",2005-03-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26504","2005Q1",2005-03-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26505","2005Q1",2005-03-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26506","2005Q2",2005-06-01,"Cressier (NE)","Femmes","Effectif",0
"26507","2005Q2",2005-06-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26508","2005Q2",2005-06-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26509","2005Q2",2005-06-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26510","2005Q2",2005-06-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26511","2005Q3",2005-09-01,"Cressier (NE)","Femmes","Effectif",0
"26512","2005Q3",2005-09-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26513","2005Q3",2005-09-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26514","2005Q3",2005-09-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26515","2005Q3",2005-09-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26516","2005Q4",2005-12-01,"Cressier (NE)","Femmes","Effectif",0
"26517","2005Q4",2005-12-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26518","2005Q4",2005-12-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26519","2005Q4",2005-12-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26520","2005Q4",2005-12-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26521","2006Q1",2006-03-01,"Cressier (NE)","Femmes","Effectif",0
"26522","2006Q1",2006-03-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26523","2006Q1",2006-03-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26524","2006Q1",2006-03-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26525","2006Q1",2006-03-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26526","2006Q2",2006-06-01,"Cressier (NE)","Femmes","Effectif",0
"26527","2006Q2",2006-06-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26528","2006Q2",2006-06-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26529","2006Q2",2006-06-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26530","2006Q2",2006-06-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26531","2006Q3",2006-09-01,"Cressier (NE)","Femmes","Effectif",0
"26532","2006Q3",2006-09-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26533","2006Q3",2006-09-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26534","2006Q3",2006-09-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26535","2006Q3",2006-09-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26536","2006Q4",2006-12-01,"Cressier (NE)","Femmes","Effectif",0
"26537","2006Q4",2006-12-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26538","2006Q4",2006-12-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26539","2006Q4",2006-12-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26540","2006Q4",2006-12-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26541","2007Q1",2007-03-01,"Cressier (NE)","Femmes","Effectif",0
"26542","2007Q1",2007-03-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26543","2007Q1",2007-03-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26544","2007Q1",2007-03-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26545","2007Q1",2007-03-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26546","2007Q2",2007-06-01,"Cressier (NE)","Femmes","Effectif",0
"26547","2007Q2",2007-06-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26548","2007Q2",2007-06-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26549","2007Q2",2007-06-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26550","2007Q2",2007-06-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26551","2007Q3",2007-09-01,"Cressier (NE)","Femmes","Effectif",0
"26552","2007Q3",2007-09-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26553","2007Q3",2007-09-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26554","2007Q3",2007-09-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26555","2007Q3",2007-09-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26556","2007Q4",2007-12-01,"Cressier (NE)","Femmes","Effectif",0
"26557","2007Q4",2007-12-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26558","2007Q4",2007-12-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26559","2007Q4",2007-12-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26560","2007Q4",2007-12-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26561","2008Q1",2008-03-01,"Cressier (NE)","Femmes","Effectif",0
"26562","2008Q1",2008-03-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26563","2008Q1",2008-03-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26564","2008Q1",2008-03-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26565","2008Q1",2008-03-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26566","2008Q2",2008-06-01,"Cressier (NE)","Femmes","Effectif",0
"26567","2008Q2",2008-06-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26568","2008Q2",2008-06-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26569","2008Q2",2008-06-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26570","2008Q2",2008-06-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26571","2008Q3",2008-09-01,"Cressier (NE)","Femmes","Effectif",0
"26572","2008Q3",2008-09-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26573","2008Q3",2008-09-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26574","2008Q3",2008-09-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26575","2008Q3",2008-09-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26576","2008Q4",2008-12-01,"Cressier (NE)","Femmes","Effectif",0
"26577","2008Q4",2008-12-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26578","2008Q4",2008-12-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26579","2008Q4",2008-12-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26580","2008Q4",2008-12-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26581","2009Q1",2009-03-01,"Cressier (NE)","Femmes","Effectif",0
"26582","2009Q1",2009-03-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26583","2009Q1",2009-03-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26584","2009Q1",2009-03-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26585","2009Q1",2009-03-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26586","2009Q2",2009-06-01,"Cressier (NE)","Femmes","Effectif",0
"26587","2009Q2",2009-06-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26588","2009Q2",2009-06-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26589","2009Q2",2009-06-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26590","2009Q2",2009-06-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26591","2009Q3",2009-09-01,"Cressier (NE)","Femmes","Effectif",0
"26592","2009Q3",2009-09-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26593","2009Q3",2009-09-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26594","2009Q3",2009-09-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26595","2009Q3",2009-09-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26596","2009Q4",2009-12-01,"Cressier (NE)","Femmes","Effectif",0
"26597","2009Q4",2009-12-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26598","2009Q4",2009-12-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26599","2009Q4",2009-12-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26600","2009Q4",2009-12-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26601","2010Q1",2010-03-01,"Cressier (NE)","Femmes","Effectif",0
"26602","2010Q1",2010-03-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26603","2010Q1",2010-03-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26604","2010Q1",2010-03-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26605","2010Q1",2010-03-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26606","2010Q2",2010-06-01,"Cressier (NE)","Femmes","Effectif",0
"26607","2010Q2",2010-06-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26608","2010Q2",2010-06-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26609","2010Q2",2010-06-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26610","2010Q2",2010-06-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26611","2010Q3",2010-09-01,"Cressier (NE)","Femmes","Effectif",0
"26612","2010Q3",2010-09-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26613","2010Q3",2010-09-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26614","2010Q3",2010-09-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26615","2010Q3",2010-09-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26616","2010Q4",2010-12-01,"Cressier (NE)","Femmes","Effectif",0
"26617","2010Q4",2010-12-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26618","2010Q4",2010-12-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26619","2010Q4",2010-12-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26620","2010Q4",2010-12-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26621","2011Q1",2011-03-01,"Cressier (NE)","Femmes","Effectif",0
"26622","2011Q1",2011-03-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26623","2011Q1",2011-03-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26624","2011Q1",2011-03-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26625","2011Q1",2011-03-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26626","2011Q2",2011-06-01,"Cressier (NE)","Femmes","Effectif",0
"26627","2011Q2",2011-06-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26628","2011Q2",2011-06-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26629","2011Q2",2011-06-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",NA
"26630","2011Q2",2011-06-01,"Cressier (NE)","Femmes","Variation annuelle en %",NA
"26631","2011Q3",2011-09-01,"Cressier (NE)","Femmes","Effectif",2
"26632","2011Q3",2011-09-01,"Cressier (NE)","Femmes","Variation trimestrielle",2
"26633","2011Q3",2011-09-01,"Cressier (NE)","Femmes","Variation annuelle",2
"26634","2011Q3",2011-09-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",Inf
"26635","2011Q3",2011-09-01,"Cressier (NE)","Femmes","Variation annuelle en %",Inf
"26636","2011Q4",2011-12-01,"Cressier (NE)","Femmes","Effectif",1
"26637","2011Q4",2011-12-01,"Cressier (NE)","Femmes","Variation trimestrielle",-1
"26638","2011Q4",2011-12-01,"Cressier (NE)","Femmes","Variation annuelle",1
"26639","2011Q4",2011-12-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",-50
"26640","2011Q4",2011-12-01,"Cressier (NE)","Femmes","Variation annuelle en %",Inf
"26641","2012Q1",2012-03-01,"Cressier (NE)","Femmes","Effectif",2
"26642","2012Q1",2012-03-01,"Cressier (NE)","Femmes","Variation trimestrielle",1
"26643","2012Q1",2012-03-01,"Cressier (NE)","Femmes","Variation annuelle",2
"26644","2012Q1",2012-03-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",100
"26645","2012Q1",2012-03-01,"Cressier (NE)","Femmes","Variation annuelle en %",Inf
"26646","2012Q2",2012-06-01,"Cressier (NE)","Femmes","Effectif",2
"26647","2012Q2",2012-06-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26648","2012Q2",2012-06-01,"Cressier (NE)","Femmes","Variation annuelle",2
"26649","2012Q2",2012-06-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",0
"26650","2012Q2",2012-06-01,"Cressier (NE)","Femmes","Variation annuelle en %",Inf
"26651","2012Q3",2012-09-01,"Cressier (NE)","Femmes","Effectif",2
"26652","2012Q3",2012-09-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26653","2012Q3",2012-09-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26654","2012Q3",2012-09-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",0
"26655","2012Q3",2012-09-01,"Cressier (NE)","Femmes","Variation annuelle en %",0
"26656","2012Q4",2012-12-01,"Cressier (NE)","Femmes","Effectif",1
"26657","2012Q4",2012-12-01,"Cressier (NE)","Femmes","Variation trimestrielle",-1
"26658","2012Q4",2012-12-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26659","2012Q4",2012-12-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",-50
"26660","2012Q4",2012-12-01,"Cressier (NE)","Femmes","Variation annuelle en %",0
"26661","2013Q1",2013-03-01,"Cressier (NE)","Femmes","Effectif",2
"26662","2013Q1",2013-03-01,"Cressier (NE)","Femmes","Variation trimestrielle",1
"26663","2013Q1",2013-03-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26664","2013Q1",2013-03-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",100
"26665","2013Q1",2013-03-01,"Cressier (NE)","Femmes","Variation annuelle en %",0
"26666","2013Q2",2013-06-01,"Cressier (NE)","Femmes","Effectif",3
"26667","2013Q2",2013-06-01,"Cressier (NE)","Femmes","Variation trimestrielle",1
"26668","2013Q2",2013-06-01,"Cressier (NE)","Femmes","Variation annuelle",1
"26669","2013Q2",2013-06-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",50
"26670","2013Q2",2013-06-01,"Cressier (NE)","Femmes","Variation annuelle en %",50
"26671","2013Q3",2013-09-01,"Cressier (NE)","Femmes","Effectif",2
"26672","2013Q3",2013-09-01,"Cressier (NE)","Femmes","Variation trimestrielle",-1
"26673","2013Q3",2013-09-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26674","2013Q3",2013-09-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",-33.3333333333333
"26675","2013Q3",2013-09-01,"Cressier (NE)","Femmes","Variation annuelle en %",0
"26676","2013Q4",2013-12-01,"Cressier (NE)","Femmes","Effectif",2
"26677","2013Q4",2013-12-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26678","2013Q4",2013-12-01,"Cressier (NE)","Femmes","Variation annuelle",1
"26679","2013Q4",2013-12-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",0
"26680","2013Q4",2013-12-01,"Cressier (NE)","Femmes","Variation annuelle en %",100
"26681","2014Q1",2014-03-01,"Cressier (NE)","Femmes","Effectif",2
"26682","2014Q1",2014-03-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26683","2014Q1",2014-03-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26684","2014Q1",2014-03-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",0
"26685","2014Q1",2014-03-01,"Cressier (NE)","Femmes","Variation annuelle en %",0
"26686","2014Q2",2014-06-01,"Cressier (NE)","Femmes","Effectif",2
"26687","2014Q2",2014-06-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26688","2014Q2",2014-06-01,"Cressier (NE)","Femmes","Variation annuelle",-1
"26689","2014Q2",2014-06-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",0
"26690","2014Q2",2014-06-01,"Cressier (NE)","Femmes","Variation annuelle en %",-33.3333333333333
"26691","2014Q3",2014-09-01,"Cressier (NE)","Femmes","Effectif",2
"26692","2014Q3",2014-09-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26693","2014Q3",2014-09-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26694","2014Q3",2014-09-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",0
"26695","2014Q3",2014-09-01,"Cressier (NE)","Femmes","Variation annuelle en %",0
"26696","2014Q4",2014-12-01,"Cressier (NE)","Femmes","Effectif",3
"26697","2014Q4",2014-12-01,"Cressier (NE)","Femmes","Variation trimestrielle",1
"26698","2014Q4",2014-12-01,"Cressier (NE)","Femmes","Variation annuelle",1
"26699","2014Q4",2014-12-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",50
"26700","2014Q4",2014-12-01,"Cressier (NE)","Femmes","Variation annuelle en %",50
"26701","2015Q1",2015-03-01,"Cressier (NE)","Femmes","Effectif",4
"26702","2015Q1",2015-03-01,"Cressier (NE)","Femmes","Variation trimestrielle",1
"26703","2015Q1",2015-03-01,"Cressier (NE)","Femmes","Variation annuelle",2
"26704","2015Q1",2015-03-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",33.3333333333333
"26705","2015Q1",2015-03-01,"Cressier (NE)","Femmes","Variation annuelle en %",100
"26706","2015Q2",2015-06-01,"Cressier (NE)","Femmes","Effectif",2
"26707","2015Q2",2015-06-01,"Cressier (NE)","Femmes","Variation trimestrielle",-2
"26708","2015Q2",2015-06-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26709","2015Q2",2015-06-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",-50
"26710","2015Q2",2015-06-01,"Cressier (NE)","Femmes","Variation annuelle en %",0
"26711","2015Q3",2015-09-01,"Cressier (NE)","Femmes","Effectif",2
"26712","2015Q3",2015-09-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26713","2015Q3",2015-09-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26714","2015Q3",2015-09-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",0
"26715","2015Q3",2015-09-01,"Cressier (NE)","Femmes","Variation annuelle en %",0
"26716","2015Q4",2015-12-01,"Cressier (NE)","Femmes","Effectif",2
"26717","2015Q4",2015-12-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26718","2015Q4",2015-12-01,"Cressier (NE)","Femmes","Variation annuelle",-1
"26719","2015Q4",2015-12-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",0
"26720","2015Q4",2015-12-01,"Cressier (NE)","Femmes","Variation annuelle en %",-33.3333333333333
"26721","2016Q1",2016-03-01,"Cressier (NE)","Femmes","Effectif",2
"26722","2016Q1",2016-03-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26723","2016Q1",2016-03-01,"Cressier (NE)","Femmes","Variation annuelle",-2
"26724","2016Q1",2016-03-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",0
"26725","2016Q1",2016-03-01,"Cressier (NE)","Femmes","Variation annuelle en %",-50
"26726","2016Q2",2016-06-01,"Cressier (NE)","Femmes","Effectif",2
"26727","2016Q2",2016-06-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26728","2016Q2",2016-06-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26729","2016Q2",2016-06-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",0
"26730","2016Q2",2016-06-01,"Cressier (NE)","Femmes","Variation annuelle en %",0
"26731","2016Q3",2016-09-01,"Cressier (NE)","Femmes","Effectif",2
"26732","2016Q3",2016-09-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26733","2016Q3",2016-09-01,"Cressier (NE)","Femmes","Variation annuelle",0
"26734","2016Q3",2016-09-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",0
"26735","2016Q3",2016-09-01,"Cressier (NE)","Femmes","Variation annuelle en %",0
"26736","2016Q4",2016-12-01,"Cressier (NE)","Femmes","Effectif",3
"26737","2016Q4",2016-12-01,"Cressier (NE)","Femmes","Variation trimestrielle",1
"26738","2016Q4",2016-12-01,"Cressier (NE)","Femmes","Variation annuelle",1
"26739","2016Q4",2016-12-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",50
"26740","2016Q4",2016-12-01,"Cressier (NE)","Femmes","Variation annuelle en %",50
"26741","2017Q1",2017-03-01,"Cressier (NE)","Femmes","Effectif",3
"26742","2017Q1",2017-03-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26743","2017Q1",2017-03-01,"Cressier (NE)","Femmes","Variation annuelle",1
"26744","2017Q1",2017-03-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",0
"26745","2017Q1",2017-03-01,"Cressier (NE)","Femmes","Variation annuelle en %",50
"26746","2017Q2",2017-06-01,"Cressier (NE)","Femmes","Effectif",3
"26747","2017Q2",2017-06-01,"Cressier (NE)","Femmes","Variation trimestrielle",0
"26748","2017Q2",2017-06-01,"Cressier (NE)","Femmes","Variation annuelle",1
"26749","2017Q2",2017-06-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",0
"26750","2017Q2",2017-06-01,"Cressier (NE)","Femmes","Variation annuelle en %",50
"26751","2017Q3",2017-09-01,"Cressier (NE)","Femmes","Effectif",4
"26752","2017Q3",2017-09-01,"Cressier (NE)","Femmes","Variation trimestrielle",1
"26753","2017Q3",2017-09-01,"Cressier (NE)","Femmes","Variation annuelle",2
"26754","2017Q3",2017-09-01,"Cressier (NE)","Femmes","Variation trimetrielle en %",33.3333333333333
"26755","2017Q3",2017-09-01,"Cressier (NE)","Femmes","Variation annuelle en %",100
"26756","2017Q4",2017-12-01,"Cressier (NE)","Femmes","Effectif",4
