"","temporelle","temporelle1","geo","cat1","cat2","valeurs"
"1","1996Q1",1996-03-01,"Boudry","Total","Effectif",11.7
"2","1996Q1",1996-03-01,"Boudry","Total","Variation trimestrielle",NA
"3","1996Q1",1996-03-01,"Boudry","Total","Variation annuelle",NA
"4","1996Q1",1996-03-01,"Boudry","Total","Variation trimetrielle en %",NA
"5","1996Q1",1996-03-01,"Boudry","Total","Variation annuelle en %",NA
"6","1996Q2",1996-06-01,"Boudry","Total","Effectif",11.7
"7","1996Q2",1996-06-01,"Boudry","Total","Variation trimestrielle",0
"8","1996Q2",1996-06-01,"Boudry","Total","Variation annuelle",NA
"9","1996Q2",1996-06-01,"Boudry","Total","Variation trimetrielle en %",0
"10","1996Q2",1996-06-01,"Boudry","Total","Variation annuelle en %",NA
"11","1996Q3",1996-09-01,"Boudry","Total","Effectif",12.7
"12","1996Q3",1996-09-01,"Boudry","Total","Variation trimestrielle",1
"13","1996Q3",1996-09-01,"Boudry","Total","Variation annuelle",NA
"14","1996Q3",1996-09-01,"Boudry","Total","Variation trimetrielle en %",8.54700854700855
"15","1996Q3",1996-09-01,"Boudry","Total","Variation annuelle en %",NA
"16","1996Q4",1996-12-01,"Boudry","Total","Effectif",12.7
"17","1996Q4",1996-12-01,"Boudry","Total","Variation trimestrielle",0
"18","1996Q4",1996-12-01,"Boudry","Total","Variation annuelle",NA
"19","1996Q4",1996-12-01,"Boudry","Total","Variation trimetrielle en %",0
"20","1996Q4",1996-12-01,"Boudry","Total","Variation annuelle en %",NA
"21","1997Q1",1997-03-01,"Boudry","Total","Effectif",10.7
"22","1997Q1",1997-03-01,"Boudry","Total","Variation trimestrielle",-2
"23","1997Q1",1997-03-01,"Boudry","Total","Variation annuelle",-1
"24","1997Q1",1997-03-01,"Boudry","Total","Variation trimetrielle en %",-15.748031496063
"25","1997Q1",1997-03-01,"Boudry","Total","Variation annuelle en %",-8.54700854700855
"26","1997Q2",1997-06-01,"Boudry","Total","Effectif",10.7
"27","1997Q2",1997-06-01,"Boudry","Total","Variation trimestrielle",0
"28","1997Q2",1997-06-01,"Boudry","Total","Variation annuelle",-1
"29","1997Q2",1997-06-01,"Boudry","Total","Variation trimetrielle en %",0
"30","1997Q2",1997-06-01,"Boudry","Total","Variation annuelle en %",-8.54700854700855
"31","1997Q3",1997-09-01,"Boudry","Total","Effectif",10.7
"32","1997Q3",1997-09-01,"Boudry","Total","Variation trimestrielle",0
"33","1997Q3",1997-09-01,"Boudry","Total","Variation annuelle",-2
"34","1997Q3",1997-09-01,"Boudry","Total","Variation trimetrielle en %",0
"35","1997Q3",1997-09-01,"Boudry","Total","Variation annuelle en %",-15.748031496063
"36","1997Q4",1997-12-01,"Boudry","Total","Effectif",10.7
"37","1997Q4",1997-12-01,"Boudry","Total","Variation trimestrielle",0
"38","1997Q4",1997-12-01,"Boudry","Total","Variation annuelle",-2
"39","1997Q4",1997-12-01,"Boudry","Total","Variation trimetrielle en %",0
"40","1997Q4",1997-12-01,"Boudry","Total","Variation annuelle en %",-15.748031496063
"41","1998Q1",1998-03-01,"Boudry","Total","Effectif",11.7
"42","1998Q1",1998-03-01,"Boudry","Total","Variation trimestrielle",1
"43","1998Q1",1998-03-01,"Boudry","Total","Variation annuelle",1
"44","1998Q1",1998-03-01,"Boudry","Total","Variation trimetrielle en %",9.34579439252337
"45","1998Q1",1998-03-01,"Boudry","Total","Variation annuelle en %",9.34579439252337
"46","1998Q2",1998-06-01,"Boudry","Total","Effectif",11.7
"47","1998Q2",1998-06-01,"Boudry","Total","Variation trimestrielle",0
"48","1998Q2",1998-06-01,"Boudry","Total","Variation annuelle",1
"49","1998Q2",1998-06-01,"Boudry","Total","Variation trimetrielle en %",0
"50","1998Q2",1998-06-01,"Boudry","Total","Variation annuelle en %",9.34579439252337
"51","1998Q3",1998-09-01,"Boudry","Total","Effectif",11.7
"52","1998Q3",1998-09-01,"Boudry","Total","Variation trimestrielle",0
"53","1998Q3",1998-09-01,"Boudry","Total","Variation annuelle",1
"54","1998Q3",1998-09-01,"Boudry","Total","Variation trimetrielle en %",0
"55","1998Q3",1998-09-01,"Boudry","Total","Variation annuelle en %",9.34579439252337
"56","1998Q4",1998-12-01,"Boudry","Total","Effectif",12.6
"57","1998Q4",1998-12-01,"Boudry","Total","Variation trimestrielle",0.9
"58","1998Q4",1998-12-01,"Boudry","Total","Variation annuelle",1.9
"59","1998Q4",1998-12-01,"Boudry","Total","Variation trimetrielle en %",7.6923076923077
"60","1998Q4",1998-12-01,"Boudry","Total","Variation annuelle en %",17.7570093457944
"61","1999Q1",1999-03-01,"Boudry","Total","Effectif",12.7
"62","1999Q1",1999-03-01,"Boudry","Total","Variation trimestrielle",0.0999999999999996
"63","1999Q1",1999-03-01,"Boudry","Total","Variation annuelle",1
"64","1999Q1",1999-03-01,"Boudry","Total","Variation trimetrielle en %",0.793650793650791
"65","1999Q1",1999-03-01,"Boudry","Total","Variation annuelle en %",8.54700854700855
"66","1999Q2",1999-06-01,"Boudry","Total","Effectif",14.6
"67","1999Q2",1999-06-01,"Boudry","Total","Variation trimestrielle",1.9
"68","1999Q2",1999-06-01,"Boudry","Total","Variation annuelle",2.9
"69","1999Q2",1999-06-01,"Boudry","Total","Variation trimetrielle en %",14.9606299212598
"70","1999Q2",1999-06-01,"Boudry","Total","Variation annuelle en %",24.7863247863248
"71","1999Q3",1999-09-01,"Boudry","Total","Effectif",17.5
"72","1999Q3",1999-09-01,"Boudry","Total","Variation trimestrielle",2.9
"73","1999Q3",1999-09-01,"Boudry","Total","Variation annuelle",5.8
"74","1999Q3",1999-09-01,"Boudry","Total","Variation trimetrielle en %",19.8630136986301
"75","1999Q3",1999-09-01,"Boudry","Total","Variation annuelle en %",49.5726495726496
"76","1999Q4",1999-12-01,"Boudry","Total","Effectif",15.6
"77","1999Q4",1999-12-01,"Boudry","Total","Variation trimestrielle",-1.9
"78","1999Q4",1999-12-01,"Boudry","Total","Variation annuelle",3
"79","1999Q4",1999-12-01,"Boudry","Total","Variation trimetrielle en %",-10.8571428571429
"80","1999Q4",1999-12-01,"Boudry","Total","Variation annuelle en %",23.8095238095238
"81","2000Q1",2000-03-01,"Boudry","Total","Effectif",15.6
"82","2000Q1",2000-03-01,"Boudry","Total","Variation trimestrielle",0
"83","2000Q1",2000-03-01,"Boudry","Total","Variation annuelle",2.9
"84","2000Q1",2000-03-01,"Boudry","Total","Variation trimetrielle en %",0
"85","2000Q1",2000-03-01,"Boudry","Total","Variation annuelle en %",22.8346456692913
"86","2000Q2",2000-06-01,"Boudry","Total","Effectif",16.6
"87","2000Q2",2000-06-01,"Boudry","Total","Variation trimestrielle",1
"88","2000Q2",2000-06-01,"Boudry","Total","Variation annuelle",2
"89","2000Q2",2000-06-01,"Boudry","Total","Variation trimetrielle en %",6.41025641025642
"90","2000Q2",2000-06-01,"Boudry","Total","Variation annuelle en %",13.6986301369863
"91","2000Q3",2000-09-01,"Boudry","Total","Effectif",20.5
"92","2000Q3",2000-09-01,"Boudry","Total","Variation trimestrielle",3.9
"93","2000Q3",2000-09-01,"Boudry","Total","Variation annuelle",3
"94","2000Q3",2000-09-01,"Boudry","Total","Variation trimetrielle en %",23.4939759036144
"95","2000Q3",2000-09-01,"Boudry","Total","Variation annuelle en %",17.1428571428571
"96","2000Q4",2000-12-01,"Boudry","Total","Effectif",19.6
"97","2000Q4",2000-12-01,"Boudry","Total","Variation trimestrielle",-0.899999999999999
"98","2000Q4",2000-12-01,"Boudry","Total","Variation annuelle",4
"99","2000Q4",2000-12-01,"Boudry","Total","Variation trimetrielle en %",-4.39024390243902
"100","2000Q4",2000-12-01,"Boudry","Total","Variation annuelle en %",25.6410256410257
"101","2001Q1",2001-03-01,"Boudry","Total","Effectif",20.6
"102","2001Q1",2001-03-01,"Boudry","Total","Variation trimestrielle",1
"103","2001Q1",2001-03-01,"Boudry","Total","Variation annuelle",5
"104","2001Q1",2001-03-01,"Boudry","Total","Variation trimetrielle en %",5.10204081632653
"105","2001Q1",2001-03-01,"Boudry","Total","Variation annuelle en %",32.0512820512821
"106","2001Q2",2001-06-01,"Boudry","Total","Effectif",25.4
"107","2001Q2",2001-06-01,"Boudry","Total","Variation trimestrielle",4.8
"108","2001Q2",2001-06-01,"Boudry","Total","Variation annuelle",8.8
"109","2001Q2",2001-06-01,"Boudry","Total","Variation trimetrielle en %",23.3009708737864
"110","2001Q2",2001-06-01,"Boudry","Total","Variation annuelle en %",53.0120481927711
"111","2001Q3",2001-09-01,"Boudry","Total","Effectif",25.5
"112","2001Q3",2001-09-01,"Boudry","Total","Variation trimestrielle",0.100000000000001
"113","2001Q3",2001-09-01,"Boudry","Total","Variation annuelle",5
"114","2001Q3",2001-09-01,"Boudry","Total","Variation trimetrielle en %",0.39370078740158
"115","2001Q3",2001-09-01,"Boudry","Total","Variation annuelle en %",24.390243902439
"116","2001Q4",2001-12-01,"Boudry","Total","Effectif",30.3
"117","2001Q4",2001-12-01,"Boudry","Total","Variation trimestrielle",4.8
"118","2001Q4",2001-12-01,"Boudry","Total","Variation annuelle",10.7
"119","2001Q4",2001-12-01,"Boudry","Total","Variation trimetrielle en %",18.8235294117647
"120","2001Q4",2001-12-01,"Boudry","Total","Variation annuelle en %",54.5918367346939
"121","2002Q1",2002-03-01,"Boudry","Total","Effectif",32.3
"122","2002Q1",2002-03-01,"Boudry","Total","Variation trimestrielle",2
"123","2002Q1",2002-03-01,"Boudry","Total","Variation annuelle",11.7
"124","2002Q1",2002-03-01,"Boudry","Total","Variation trimetrielle en %",6.60066006600659
"125","2002Q1",2002-03-01,"Boudry","Total","Variation annuelle en %",56.7961165048543
"126","2002Q2",2002-06-01,"Boudry","Total","Effectif",32.3
"127","2002Q2",2002-06-01,"Boudry","Total","Variation trimestrielle",0
"128","2002Q2",2002-06-01,"Boudry","Total","Variation annuelle",6.9
"129","2002Q2",2002-06-01,"Boudry","Total","Variation trimetrielle en %",0
"130","2002Q2",2002-06-01,"Boudry","Total","Variation annuelle en %",27.1653543307087
"131","2002Q3",2002-09-01,"Boudry","Total","Effectif",33.3
"132","2002Q3",2002-09-01,"Boudry","Total","Variation trimestrielle",1
"133","2002Q3",2002-09-01,"Boudry","Total","Variation annuelle",7.8
"134","2002Q3",2002-09-01,"Boudry","Total","Variation trimetrielle en %",3.09597523219814
"135","2002Q3",2002-09-01,"Boudry","Total","Variation annuelle en %",30.5882352941176
"136","2002Q4",2002-12-01,"Boudry","Total","Effectif",36.2
"137","2002Q4",2002-12-01,"Boudry","Total","Variation trimestrielle",2.90000000000001
"138","2002Q4",2002-12-01,"Boudry","Total","Variation annuelle",5.9
"139","2002Q4",2002-12-01,"Boudry","Total","Variation trimetrielle en %",8.70870870870873
"140","2002Q4",2002-12-01,"Boudry","Total","Variation annuelle en %",19.4719471947195
"141","2003Q1",2003-03-01,"Boudry","Total","Effectif",36.2
"142","2003Q1",2003-03-01,"Boudry","Total","Variation trimestrielle",0
"143","2003Q1",2003-03-01,"Boudry","Total","Variation annuelle",3.90000000000001
"144","2003Q1",2003-03-01,"Boudry","Total","Variation trimetrielle en %",0
"145","2003Q1",2003-03-01,"Boudry","Total","Variation annuelle en %",12.0743034055728
"146","2003Q2",2003-06-01,"Boudry","Total","Effectif",42
"147","2003Q2",2003-06-01,"Boudry","Total","Variation trimestrielle",5.8
"148","2003Q2",2003-06-01,"Boudry","Total","Variation annuelle",9.7
"149","2003Q2",2003-06-01,"Boudry","Total","Variation trimetrielle en %",16.0220994475138
"150","2003Q2",2003-06-01,"Boudry","Total","Variation annuelle en %",30.030959752322
"151","2003Q3",2003-09-01,"Boudry","Total","Effectif",42.1
"152","2003Q3",2003-09-01,"Boudry","Total","Variation trimestrielle",0.100000000000001
"153","2003Q3",2003-09-01,"Boudry","Total","Variation annuelle",8.8
"154","2003Q3",2003-09-01,"Boudry","Total","Variation trimetrielle en %",0.238095238095241
"155","2003Q3",2003-09-01,"Boudry","Total","Variation annuelle en %",26.4264264264264
"156","2003Q4",2003-12-01,"Boudry","Total","Effectif",44.9
"157","2003Q4",2003-12-01,"Boudry","Total","Variation trimestrielle",2.8
"158","2003Q4",2003-12-01,"Boudry","Total","Variation annuelle",8.7
"159","2003Q4",2003-12-01,"Boudry","Total","Variation trimetrielle en %",6.65083135391923
"160","2003Q4",2003-12-01,"Boudry","Total","Variation annuelle en %",24.0331491712707
"161","2004Q1",2004-03-01,"Boudry","Total","Effectif",48.8
"162","2004Q1",2004-03-01,"Boudry","Total","Variation trimestrielle",3.9
"163","2004Q1",2004-03-01,"Boudry","Total","Variation annuelle",12.6
"164","2004Q1",2004-03-01,"Boudry","Total","Variation trimetrielle en %",8.68596881959911
"165","2004Q1",2004-03-01,"Boudry","Total","Variation annuelle en %",34.8066298342541
"166","2004Q2",2004-06-01,"Boudry","Total","Effectif",55.9
"167","2004Q2",2004-06-01,"Boudry","Total","Variation trimestrielle",7.1
"168","2004Q2",2004-06-01,"Boudry","Total","Variation annuelle",13.9
"169","2004Q2",2004-06-01,"Boudry","Total","Variation trimetrielle en %",14.5491803278689
"170","2004Q2",2004-06-01,"Boudry","Total","Variation annuelle en %",33.0952380952381
"171","2004Q3",2004-09-01,"Boudry","Total","Effectif",63.9
"172","2004Q3",2004-09-01,"Boudry","Total","Variation trimestrielle",8
"173","2004Q3",2004-09-01,"Boudry","Total","Variation annuelle",21.8
"174","2004Q3",2004-09-01,"Boudry","Total","Variation trimetrielle en %",14.3112701252236
"175","2004Q3",2004-09-01,"Boudry","Total","Variation annuelle en %",51.7814726840855
"176","2004Q4",2004-12-01,"Boudry","Total","Effectif",67.3
"177","2004Q4",2004-12-01,"Boudry","Total","Variation trimestrielle",3.4
"178","2004Q4",2004-12-01,"Boudry","Total","Variation annuelle",22.4
"179","2004Q4",2004-12-01,"Boudry","Total","Variation trimetrielle en %",5.32081377151799
"180","2004Q4",2004-12-01,"Boudry","Total","Variation annuelle en %",49.8886414253897
"181","2005Q1",2005-03-01,"Boudry","Total","Effectif",70.2
"182","2005Q1",2005-03-01,"Boudry","Total","Variation trimestrielle",2.90000000000001
"183","2005Q1",2005-03-01,"Boudry","Total","Variation annuelle",21.4
"184","2005Q1",2005-03-01,"Boudry","Total","Variation trimetrielle en %",4.30906389301635
"185","2005Q1",2005-03-01,"Boudry","Total","Variation annuelle en %",43.8524590163935
"186","2005Q2",2005-06-01,"Boudry","Total","Effectif",72.6
"187","2005Q2",2005-06-01,"Boudry","Total","Variation trimestrielle",2.39999999999999
"188","2005Q2",2005-06-01,"Boudry","Total","Variation annuelle",16.7
"189","2005Q2",2005-06-01,"Boudry","Total","Variation trimetrielle en %",3.41880341880341
"190","2005Q2",2005-06-01,"Boudry","Total","Variation annuelle en %",29.8747763864043
"191","2005Q3",2005-09-01,"Boudry","Total","Effectif",70.9
"192","2005Q3",2005-09-01,"Boudry","Total","Variation trimestrielle",-1.69999999999999
"193","2005Q3",2005-09-01,"Boudry","Total","Variation annuelle",7.00000000000001
"194","2005Q3",2005-09-01,"Boudry","Total","Variation trimetrielle en %",-2.34159779614324
"195","2005Q3",2005-09-01,"Boudry","Total","Variation annuelle en %",10.9546165884194
"196","2005Q4",2005-12-01,"Boudry","Total","Effectif",73.3
"197","2005Q4",2005-12-01,"Boudry","Total","Variation trimestrielle",2.39999999999999
"198","2005Q4",2005-12-01,"Boudry","Total","Variation annuelle",6
"199","2005Q4",2005-12-01,"Boudry","Total","Variation trimetrielle en %",3.38504936530323
"200","2005Q4",2005-12-01,"Boudry","Total","Variation annuelle en %",8.91530460624071
"201","2006Q1",2006-03-01,"Boudry","Total","Effectif",76.8
"202","2006Q1",2006-03-01,"Boudry","Total","Variation trimestrielle",3.5
"203","2006Q1",2006-03-01,"Boudry","Total","Variation annuelle",6.59999999999999
"204","2006Q1",2006-03-01,"Boudry","Total","Variation trimetrielle en %",4.77489768076398
"205","2006Q1",2006-03-01,"Boudry","Total","Variation annuelle en %",9.40170940170939
"206","2006Q2",2006-06-01,"Boudry","Total","Effectif",81.1
"207","2006Q2",2006-06-01,"Boudry","Total","Variation trimestrielle",4.3
"208","2006Q2",2006-06-01,"Boudry","Total","Variation annuelle",8.5
"209","2006Q2",2006-06-01,"Boudry","Total","Variation trimetrielle en %",5.59895833333333
"210","2006Q2",2006-06-01,"Boudry","Total","Variation annuelle en %",11.7079889807163
"211","2006Q3",2006-09-01,"Boudry","Total","Effectif",83.5
"212","2006Q3",2006-09-01,"Boudry","Total","Variation trimestrielle",2.40000000000001
"213","2006Q3",2006-09-01,"Boudry","Total","Variation annuelle",12.6
"214","2006Q3",2006-09-01,"Boudry","Total","Variation trimetrielle en %",2.9593094944513
"215","2006Q3",2006-09-01,"Boudry","Total","Variation annuelle en %",17.771509167842
"216","2006Q4",2006-12-01,"Boudry","Total","Effectif",92
"217","2006Q4",2006-12-01,"Boudry","Total","Variation trimestrielle",8.5
"218","2006Q4",2006-12-01,"Boudry","Total","Variation annuelle",18.7
"219","2006Q4",2006-12-01,"Boudry","Total","Variation trimetrielle en %",10.1796407185629
"220","2006Q4",2006-12-01,"Boudry","Total","Variation annuelle en %",25.5115961800819
"221","2007Q1",2007-03-01,"Boudry","Total","Effectif",94.6
"222","2007Q1",2007-03-01,"Boudry","Total","Variation trimestrielle",2.59999999999999
"223","2007Q1",2007-03-01,"Boudry","Total","Variation annuelle",17.8
"224","2007Q1",2007-03-01,"Boudry","Total","Variation trimetrielle en %",2.82608695652173
"225","2007Q1",2007-03-01,"Boudry","Total","Variation annuelle en %",23.1770833333333
"226","2007Q2",2007-06-01,"Boudry","Total","Effectif",104
"227","2007Q2",2007-06-01,"Boudry","Total","Variation trimestrielle",9.40000000000001
"228","2007Q2",2007-06-01,"Boudry","Total","Variation annuelle",22.9
"229","2007Q2",2007-06-01,"Boudry","Total","Variation trimetrielle en %",9.93657505285413
"230","2007Q2",2007-06-01,"Boudry","Total","Variation annuelle en %",28.2367447595561
"231","2007Q3",2007-09-01,"Boudry","Total","Effectif",109.1
"232","2007Q3",2007-09-01,"Boudry","Total","Variation trimestrielle",5.09999999999999
"233","2007Q3",2007-09-01,"Boudry","Total","Variation annuelle",25.6
"234","2007Q3",2007-09-01,"Boudry","Total","Variation trimetrielle en %",4.90384615384615
"235","2007Q3",2007-09-01,"Boudry","Total","Variation annuelle en %",30.6586826347305
"236","2007Q4",2007-12-01,"Boudry","Total","Effectif",116.5
"237","2007Q4",2007-12-01,"Boudry","Total","Variation trimestrielle",7.40000000000001
"238","2007Q4",2007-12-01,"Boudry","Total","Variation annuelle",24.5
"239","2007Q4",2007-12-01,"Boudry","Total","Variation trimetrielle en %",6.78276810265812
"240","2007Q4",2007-12-01,"Boudry","Total","Variation annuelle en %",26.6304347826087
"241","2008Q1",2008-03-01,"Boudry","Total","Effectif",120.5
"242","2008Q1",2008-03-01,"Boudry","Total","Variation trimestrielle",4
"243","2008Q1",2008-03-01,"Boudry","Total","Variation annuelle",25.9
"244","2008Q1",2008-03-01,"Boudry","Total","Variation trimetrielle en %",3.43347639484979
"245","2008Q1",2008-03-01,"Boudry","Total","Variation annuelle en %",27.3784355179704
"246","2008Q2",2008-06-01,"Boudry","Total","Effectif",111.1
"247","2008Q2",2008-06-01,"Boudry","Total","Variation trimestrielle",-9.40000000000001
"248","2008Q2",2008-06-01,"Boudry","Total","Variation annuelle",7.09999999999999
"249","2008Q2",2008-06-01,"Boudry","Total","Variation trimetrielle en %",-7.80082987551868
"250","2008Q2",2008-06-01,"Boudry","Total","Variation annuelle en %",6.82692307692307
"251","2008Q3",2008-09-01,"Boudry","Total","Effectif",118.1
"252","2008Q3",2008-09-01,"Boudry","Total","Variation trimestrielle",7
"253","2008Q3",2008-09-01,"Boudry","Total","Variation annuelle",9
"254","2008Q3",2008-09-01,"Boudry","Total","Variation trimetrielle en %",6.3006300630063
"255","2008Q3",2008-09-01,"Boudry","Total","Variation annuelle en %",8.24931255728689
"256","2008Q4",2008-12-01,"Boudry","Total","Effectif",117.6
"257","2008Q4",2008-12-01,"Boudry","Total","Variation trimestrielle",-0.5
"258","2008Q4",2008-12-01,"Boudry","Total","Variation annuelle",1.09999999999999
"259","2008Q4",2008-12-01,"Boudry","Total","Variation trimetrielle en %",-0.423370025402202
"260","2008Q4",2008-12-01,"Boudry","Total","Variation annuelle en %",0.944206008583686
"261","2009Q1",2009-03-01,"Boudry","Total","Effectif",114
"262","2009Q1",2009-03-01,"Boudry","Total","Variation trimestrielle",-3.59999999999999
"263","2009Q1",2009-03-01,"Boudry","Total","Variation annuelle",-6.5
"264","2009Q1",2009-03-01,"Boudry","Total","Variation trimetrielle en %",-3.06122448979591
"265","2009Q1",2009-03-01,"Boudry","Total","Variation annuelle en %",-5.39419087136929
"266","2009Q2",2009-06-01,"Boudry","Total","Effectif",118.5
"267","2009Q2",2009-06-01,"Boudry","Total","Variation trimestrielle",4.5
"268","2009Q2",2009-06-01,"Boudry","Total","Variation annuelle",7.40000000000001
"269","2009Q2",2009-06-01,"Boudry","Total","Variation trimetrielle en %",3.94736842105263
"270","2009Q2",2009-06-01,"Boudry","Total","Variation annuelle en %",6.66066606660667
"271","2009Q3",2009-09-01,"Boudry","Total","Effectif",120.6
"272","2009Q3",2009-09-01,"Boudry","Total","Variation trimestrielle",2.09999999999999
"273","2009Q3",2009-09-01,"Boudry","Total","Variation annuelle",2.5
"274","2009Q3",2009-09-01,"Boudry","Total","Variation trimetrielle en %",1.77215189873417
"275","2009Q3",2009-09-01,"Boudry","Total","Variation annuelle en %",2.11685012701101
"276","2009Q4",2009-12-01,"Boudry","Total","Effectif",119.3
"277","2009Q4",2009-12-01,"Boudry","Total","Variation trimestrielle",-1.3
"278","2009Q4",2009-12-01,"Boudry","Total","Variation annuelle",1.7
"279","2009Q4",2009-12-01,"Boudry","Total","Variation trimetrielle en %",-1.07794361525705
"280","2009Q4",2009-12-01,"Boudry","Total","Variation annuelle en %",1.44557823129252
"281","2010Q1",2010-03-01,"Boudry","Total","Effectif",115.6
"282","2010Q1",2010-03-01,"Boudry","Total","Variation trimestrielle",-3.7
"283","2010Q1",2010-03-01,"Boudry","Total","Variation annuelle",1.59999999999999
"284","2010Q1",2010-03-01,"Boudry","Total","Variation trimetrielle en %",-3.10142497904443
"285","2010Q1",2010-03-01,"Boudry","Total","Variation annuelle en %",1.40350877192982
"286","2010Q2",2010-06-01,"Boudry","Total","Effectif",116.1
"287","2010Q2",2010-06-01,"Boudry","Total","Variation trimestrielle",0.5
"288","2010Q2",2010-06-01,"Boudry","Total","Variation annuelle",-2.40000000000001
"289","2010Q2",2010-06-01,"Boudry","Total","Variation trimetrielle en %",0.432525951557093
"290","2010Q2",2010-06-01,"Boudry","Total","Variation annuelle en %",-2.02531645569621
"291","2010Q3",2010-09-01,"Boudry","Total","Effectif",115
"292","2010Q3",2010-09-01,"Boudry","Total","Variation trimestrielle",-1.09999999999999
"293","2010Q3",2010-09-01,"Boudry","Total","Variation annuelle",-5.59999999999999
"294","2010Q3",2010-09-01,"Boudry","Total","Variation trimetrielle en %",-0.947459086993966
"295","2010Q3",2010-09-01,"Boudry","Total","Variation annuelle en %",-4.64344941956882
"296","2010Q4",2010-12-01,"Boudry","Total","Effectif",121.1
"297","2010Q4",2010-12-01,"Boudry","Total","Variation trimestrielle",6.09999999999999
"298","2010Q4",2010-12-01,"Boudry","Total","Variation annuelle",1.8
"299","2010Q4",2010-12-01,"Boudry","Total","Variation trimetrielle en %",5.30434782608695
"300","2010Q4",2010-12-01,"Boudry","Total","Variation annuelle en %",1.50880134115675
"301","2011Q1",2011-03-01,"Boudry","Total","Effectif",129
"302","2011Q1",2011-03-01,"Boudry","Total","Variation trimestrielle",7.90000000000001
"303","2011Q1",2011-03-01,"Boudry","Total","Variation annuelle",13.4
"304","2011Q1",2011-03-01,"Boudry","Total","Variation trimetrielle en %",6.52353426919901
"305","2011Q1",2011-03-01,"Boudry","Total","Variation annuelle en %",11.5916955017301
"306","2011Q2",2011-06-01,"Boudry","Total","Effectif",133
"307","2011Q2",2011-06-01,"Boudry","Total","Variation trimestrielle",4
"308","2011Q2",2011-06-01,"Boudry","Total","Variation annuelle",16.9
"309","2011Q2",2011-06-01,"Boudry","Total","Variation trimetrielle en %",3.10077519379845
"310","2011Q2",2011-06-01,"Boudry","Total","Variation annuelle en %",14.5564168819983
"311","2011Q3",2011-09-01,"Boudry","Total","Effectif",135
"312","2011Q3",2011-09-01,"Boudry","Total","Variation trimestrielle",2
"313","2011Q3",2011-09-01,"Boudry","Total","Variation annuelle",20
"314","2011Q3",2011-09-01,"Boudry","Total","Variation trimetrielle en %",1.50375939849624
"315","2011Q3",2011-09-01,"Boudry","Total","Variation annuelle en %",17.3913043478261
"316","2011Q4",2011-12-01,"Boudry","Total","Effectif",141
"317","2011Q4",2011-12-01,"Boudry","Total","Variation trimestrielle",6
"318","2011Q4",2011-12-01,"Boudry","Total","Variation annuelle",19.9
"319","2011Q4",2011-12-01,"Boudry","Total","Variation trimetrielle en %",4.44444444444444
"320","2011Q4",2011-12-01,"Boudry","Total","Variation annuelle en %",16.4327002477292
"321","2012Q1",2012-03-01,"Boudry","Total","Effectif",158
"322","2012Q1",2012-03-01,"Boudry","Total","Variation trimestrielle",17
"323","2012Q1",2012-03-01,"Boudry","Total","Variation annuelle",29
"324","2012Q1",2012-03-01,"Boudry","Total","Variation trimetrielle en %",12.0567375886525
"325","2012Q1",2012-03-01,"Boudry","Total","Variation annuelle en %",22.4806201550388
"326","2012Q2",2012-06-01,"Boudry","Total","Effectif",162
"327","2012Q2",2012-06-01,"Boudry","Total","Variation trimestrielle",4
"328","2012Q2",2012-06-01,"Boudry","Total","Variation annuelle",29
"329","2012Q2",2012-06-01,"Boudry","Total","Variation trimetrielle en %",2.53164556962025
"330","2012Q2",2012-06-01,"Boudry","Total","Variation annuelle en %",21.8045112781955
"331","2012Q3",2012-09-01,"Boudry","Total","Effectif",178
"332","2012Q3",2012-09-01,"Boudry","Total","Variation trimestrielle",16
"333","2012Q3",2012-09-01,"Boudry","Total","Variation annuelle",43
"334","2012Q3",2012-09-01,"Boudry","Total","Variation trimetrielle en %",9.87654320987654
"335","2012Q3",2012-09-01,"Boudry","Total","Variation annuelle en %",31.8518518518519
"336","2012Q4",2012-12-01,"Boudry","Total","Effectif",186
"337","2012Q4",2012-12-01,"Boudry","Total","Variation trimestrielle",8
"338","2012Q4",2012-12-01,"Boudry","Total","Variation annuelle",45
"339","2012Q4",2012-12-01,"Boudry","Total","Variation trimetrielle en %",4.49438202247191
"340","2012Q4",2012-12-01,"Boudry","Total","Variation annuelle en %",31.9148936170213
"341","2013Q1",2013-03-01,"Boudry","Total","Effectif",182.5
"342","2013Q1",2013-03-01,"Boudry","Total","Variation trimestrielle",-3.5
"343","2013Q1",2013-03-01,"Boudry","Total","Variation annuelle",24.5
"344","2013Q1",2013-03-01,"Boudry","Total","Variation trimetrielle en %",-1.88172043010753
"345","2013Q1",2013-03-01,"Boudry","Total","Variation annuelle en %",15.506329113924
"346","2013Q2",2013-06-01,"Boudry","Total","Effectif",191.4
"347","2013Q2",2013-06-01,"Boudry","Total","Variation trimestrielle",8.90000000000001
"348","2013Q2",2013-06-01,"Boudry","Total","Variation annuelle",29.4
"349","2013Q2",2013-06-01,"Boudry","Total","Variation trimetrielle en %",4.87671232876713
"350","2013Q2",2013-06-01,"Boudry","Total","Variation annuelle en %",18.1481481481482
"351","2013Q3",2013-09-01,"Boudry","Total","Effectif",210.3
"352","2013Q3",2013-09-01,"Boudry","Total","Variation trimestrielle",18.9
"353","2013Q3",2013-09-01,"Boudry","Total","Variation annuelle",32.3
"354","2013Q3",2013-09-01,"Boudry","Total","Variation trimetrielle en %",9.87460815047022
