Canton	Annee	Parti	Electeurs fictifs	Suffrage en pourcent
Thurgau	1991	PSA		
Thurgau	1991	POCH		
Thurgau	1991	PES	5600	9.02
Thurgau	1991	AVF		
Thurgau	1991	Sol.		
Thurgau	1991	Rép.		
Thurgau	1991	DS	2154	3.47
Thurgau	1991	UDF		
Thurgau	1991	PSL	5424	8.74
Thurgau	1991	Lega		
Thurgau	1991	MCR		
Thurgau	1991	Sép.		
Thurgau	1991	Autres	286	0.46
Thurgau	1987	PLR	10749	18.49
Thurgau	1987	PDC	11882	20.44
Thurgau	1987	PS	7811	13.44
Thurgau	1987	UDC	12605	21.69
Thurgau	1987	PL		
Thurgau	1987	AdI	1522	2.62
Thurgau	1987	PEV		
Thurgau	1987	PCS		
Thurgau	1987	PVL		
Thurgau	1987	PBD		
Thurgau	1987	PST		
Thurgau	1987	PSA		
Thurgau	1987	POCH	129	0.22
Thurgau	1987	PES	6271	10.79
Thurgau	1987	AVF		
Thurgau	1987	Sol.		
Thurgau	1987	Rép.		
Thurgau	1987	DS		
Thurgau	1987	UDF		
Thurgau	1987	PSL	3693	6.35
Thurgau	1987	Lega		
Thurgau	1987	MCR		
Thurgau	1987	Sép.		
Thurgau	1987	Autres	3462	5.96
Thurgau	1983	PLR	10796	18.29
Thurgau	1983	PDC	12754	21.61
Thurgau	1983	PS	11514	19.51
Thurgau	1983	UDC	13470	22.82
Thurgau	1983	PL		
Thurgau	1983	AdI	2306	3.91
Thurgau	1983	PEV	3100	5.25
Thurgau	1983	PCS		
Thurgau	1983	PVL		
Thurgau	1983	PBD		
Thurgau	1983	PST		
Thurgau	1983	PSA		
Thurgau	1983	POCH		
Thurgau	1983	PES	3482	5.9
Thurgau	1983	AVF		
Thurgau	1983	Sol.		
Thurgau	1983	Rép.		
Thurgau	1983	DS	1609	2.73
Thurgau	1983	UDF		
Thurgau	1983	PSL		
Thurgau	1983	Lega		
Thurgau	1983	MCR		
Thurgau	1983	Sép.		
Thurgau	1983	Autres		
Thurgau	1979	PLR	8626	16.89
Thurgau	1979	PDC	12585	24.64
Thurgau	1979	PS	11452	22.43
Thurgau	1979	UDC	13506	26.45
Thurgau	1979	PL		
Thurgau	1979	AdI	2689	5.26
Thurgau	1979	PEV		
Thurgau	1979	PCS		
Thurgau	1979	PVL		
Thurgau	1979	PBD		
Thurgau	1979	PST		
Thurgau	1979	PSA		
Thurgau	1979	POCH		
Thurgau	1979	PES		
Thurgau	1979	AVF		
Thurgau	1979	Sol.		
Thurgau	1979	Rép.	1026	2.01
Thurgau	1979	DS	977	1.91
Thurgau	1979	UDF		
Thurgau	1979	PSL		
Thurgau	1979	Lega		
Thurgau	1979	MCR		
Thurgau	1979	Sép.		
Thurgau	1979	Autres	207	0.4
Thurgau	1975	PLR	8204	14.42
Thurgau	1975	PDC	12672	22.28
Thurgau	1975	PS	12267	21.57
Thurgau	1975	UDC	14276	25.1
Thurgau	1975	PL		
Thurgau	1975	AdI	3759	6.61
Thurgau	1975	PEV		
Thurgau	1975	PCS		
Thurgau	1975	PVL		
Thurgau	1975	PBD		
Thurgau	1975	PST		
Thurgau	1975	PSA		
Thurgau	1975	POCH		
Thurgau	1975	PES		
Thurgau	1975	AVF		
Thurgau	1975	Sol.		
Thurgau	1975	Rép.	4301	7.56
Thurgau	1975	DS	1404	2.47
Thurgau	1975	UDF		
Thurgau	1975	PSL		
Thurgau	1975	Lega		
Thurgau	1975	MCR		
Thurgau	1975	Sép.		
Thurgau	1975	Autres		
Thurgau	1971	PLR	9981	16.85
Thurgau	1971	PDC	13878	23.43
Thurgau	1971	PS	12249	20.68
Thurgau	1971	UDC	15406	26.01
Thurgau	1971	PL		
Thurgau	1971	AdI		
Thurgau	1971	PEV		
Thurgau	1971	PCS		
Thurgau	1971	PVL		
Thurgau	1971	PBD		
Thurgau	1971	PST		
Thurgau	1971	PSA		
Thurgau	1971	POCH		
Thurgau	1971	PES		
Thurgau	1971	AVF		
Thurgau	1971	Sol.		
Thurgau	1971	Rép.	5206	8.79
Thurgau	1971	DS	2511	4.24
Thurgau	1971	UDF		
Thurgau	1971	PSL		
Thurgau	1971	Lega		
Thurgau	1971	MCR		
Thurgau	1971	Sép.		
Thurgau	1971	Autres		
Ticino	2019	PLR	22066	20.53
Ticino	2019	PDC	19564	18.2
Ticino	2019	PS	15121	14.07
Ticino	2019	UDC	12533	11.66
Ticino	2019	PL		
Ticino	2019	AdI		
Ticino	2019	PEV		
Ticino	2019	PCS		
Ticino	2019	PVL	1063	0.99
Ticino	2019	PBD		
Ticino	2019	PST	893	0.83
Ticino	2019	PSA		
Ticino	2019	POCH		
Ticino	2019	PES	13022	12.11
Ticino	2019	AVF		
Ticino	2019	Sol.		
Ticino	2019	Rép.		
Ticino	2019	DS		
Ticino	2019	UDF	1135	1.06
Ticino	2019	PSL		
Ticino	2019	Lega	18197	16.93
Ticino	2019	MCR		
Ticino	2019	Sép.		
Ticino	2019	Autres	3906	3.63
Ticino	2015	PLR	27599	23.73
Ticino	2015	PDC	23355	20.08
Ticino	2015	PS	18531	15.93
Ticino	2015	UDC	13147	11.3
Ticino	2015	PL		
Ticino	2015	AdI		
Ticino	2015	PEV		
Ticino	2015	PCS		
Ticino	2015	PVL	987	0.85
Ticino	2015	PBD		
Ticino	2015	PST	605	0.52
Ticino	2015	PSA		
Ticino	2015	POCH		
Ticino	2015	PES	4103	3.53
Ticino	2015	AVF		
Ticino	2015	Sol.		
Ticino	2015	Rép.		
Ticino	2015	DS		
Ticino	2015	UDF		
Ticino	2015	PSL		
Ticino	2015	Lega	25221	21.68
Ticino	2015	MCR		
Ticino	2015	Sép.		
Ticino	2015	Autres	2758	2.37
Ticino	2011	PLR	27846	24.85
Ticino	2011	PDC	22370	19.96
Ticino	2011	PS	18604	16.6
Ticino	2011	UDC	10878	9.71
Ticino	2011	PL		
Ticino	2011	AdI		
Ticino	2011	PEV		
Ticino	2011	PCS		
Ticino	2011	PVL		
Ticino	2011	PBD		
Ticino	2011	PST	1369	1.22
Ticino	2011	PSA		
Ticino	2011	POCH		
Ticino	2011	PES	7554	6.74
Ticino	2011	AVF		
Ticino	2011	Sol.		
Ticino	2011	Rép.		
Ticino	2011	DS		
Ticino	2011	UDF		
Ticino	2011	PSL		
Ticino	2011	Lega	19657	17.54
Ticino	2011	MCR		
Ticino	2011	Sép.		
Ticino	2011	Autres	3792	3.38
Ticino	2007	PLR	26947	28.11
Ticino	2007	PDC	23127	24.13
Ticino	2007	PS	17356	18.11
Ticino	2007	UDC	8383	8.75
Ticino	2007	PL		
Ticino	2007	AdI		
Ticino	2007	PEV		
Ticino	2007	PCS		
Ticino	2007	PVL		
Ticino	2007	PBD		
Ticino	2007	PST	1216	1.27
Ticino	2007	PSA		
Ticino	2007	POCH		
Ticino	2007	PES	4605	4.8
Ticino	2007	AVF		
Ticino	2007	Sol.		
Ticino	2007	Rép.		
Ticino	2007	DS		
Ticino	2007	UDF		
Ticino	2007	PSL		
Ticino	2007	Lega	13465	14.05
Ticino	2007	MCR		
Ticino	2007	Sép.		
Ticino	2007	Autres	750	0.78
Ticino	2003	PLR	27926	29.79
Ticino	2003	PDC	23034	24.58
Ticino	2003	PS	24197	25.82
Ticino	2003	UDC	7109	7.58
Ticino	2003	PL		
Ticino	2003	AdI		
Ticino	2003	PEV		
Ticino	2003	PCS		
Ticino	2003	PVL		
Ticino	2003	PBD		
Ticino	2003	PST		
Ticino	2003	PSA		
Ticino	2003	POCH		
Ticino	2003	PES	2782	2.97
Ticino	2003	AVF		
Ticino	2003	Sol.		
Ticino	2003	Rép.		
Ticino	2003	DS		
Ticino	2003	UDF		
Ticino	2003	PSL		
Ticino	2003	Lega	7463	7.96
Ticino	2003	MCR		
Ticino	2003	Sép.		
Ticino	2003	Autres	1216	1.3
Ticino	1999	PLR	25854	27.69
Ticino	1999	PDC	24201	25.92
Ticino	1999	PS	17507	18.75
Ticino	1999	UDC	4943	5.29
Ticino	1999	PL		
Ticino	1999	AdI		
Ticino	1999	PEV	202	0.22
Ticino	1999	PCS		
Ticino	1999	PVL		
Ticino	1999	PBD		
Ticino	1999	PST	1253	1.34
Ticino	1999	PSA		
Ticino	1999	POCH		
Ticino	1999	PES	1322	1.42
Ticino	1999	AVF		
Ticino	1999	Sol.		
Ticino	1999	Rép.		
Ticino	1999	DS		
Ticino	1999	UDF		
Ticino	1999	PSL		
Ticino	1999	Lega	17291	18.52
Ticino	1999	MCR		
Ticino	1999	Sép.		
Ticino	1999	Autres	806	0.86
Ticino	1995	PLR	29397	30.47
Ticino	1995	PDC	27361	28.36
Ticino	1995	PS	16457	17.06
Ticino	1995	UDC	1433	1.49
Ticino	1995	PL		
Ticino	1995	AdI		
Ticino	1995	PEV		
Ticino	1995	PCS		
Ticino	1995	PVL		
Ticino	1995	PBD		
Ticino	1995	PST	1295	1.34
Ticino	1995	PSA		
Ticino	1995	POCH		
Ticino	1995	PES	1670	1.73
Ticino	1995	AVF		
Ticino	1995	Sol.		
Ticino	1995	Rép.		
Ticino	1995	DS		
Ticino	1995	UDF		
Ticino	1995	PSL		
Ticino	1995	Lega	17940	18.6
Ticino	1995	MCR		
Ticino	1995	Sép.		
Ticino	1995	Autres	918	0.95
Ticino	1991	PLR	35385	29.43
Ticino	1991	PDC	32394	26.94
Ticino	1991	PS	8090	6.73
Ticino	1991	UDC	1154	0.96
Ticino	1991	PL		
Ticino	1991	AdI		
Ticino	1991	PEV		
Ticino	1991	PCS		
Ticino	1991	PVL		
Ticino	1991	PBD		
Ticino	1991	PST	843	0.7
Ticino	1991	PSA	12006	9.99
Ticino	1991	POCH		
Ticino	1991	PES	1144	0.95
Ticino	1991	AVF		
Ticino	1991	Sol.		
Ticino	1991	Rép.		
Ticino	1991	DS		
Ticino	1991	UDF		
Ticino	1991	PSL		
Ticino	1991	Lega	28290	23.53
Ticino	1991	MCR		
Ticino	1991	Sép.		
Ticino	1991	Autres	926	0.77
Ticino	1987	PLR	34474	34.83
Ticino	1987	PDC	37841	38.24
Ticino	1987	PS	9177	9.27
Ticino	1987	UDC	1238	1.25
Ticino	1987	PL		
Ticino	1987	AdI		
Ticino	1987	PEV		
Ticino	1987	PCS		
Ticino	1987	PVL		
Ticino	1987	PBD		
Ticino	1987	PST	1170	1.18
Ticino	1987	PSA	10879	10.99
Ticino	1987	POCH		
Ticino	1987	PES	1892	1.91
Ticino	1987	AVF	883	0.89
Ticino	1987	Sol.		
Ticino	1987	Rép.		
Ticino	1987	DS		
Ticino	1987	UDF		
Ticino	1987	PSL		
Ticino	1987	Lega		
Ticino	1987	MCR		
Ticino	1987	Sép.		
Ticino	1987	Autres	1413	1.43
Ticino	1983	PLR	35775	37.89
Ticino	1983	PDC	32056	33.96
Ticino	1983	PS	12986	13.76
Ticino	1983	UDC	1967	2.08
Ticino	1983	PL		
Ticino	1983	AdI		
Ticino	1983	PEV		
Ticino	1983	PCS		
Ticino	1983	PVL		
Ticino	1983	PBD		
Ticino	1983	PST		
Ticino	1983	PSA	9962	10.55
Ticino	1983	POCH		
Ticino	1983	PES		
Ticino	1983	AVF		
Ticino	1983	Sol.		
Ticino	1983	Rép.		
Ticino	1983	DS		
Ticino	1983	UDF		
Ticino	1983	PSL		
Ticino	1983	Lega		
Ticino	1983	MCR		
Ticino	1983	Sép.		
Ticino	1983	Autres	1660	1.76
Ticino	1979	PLR	31512	36.29
Ticino	1979	PDC	29622	34.12
Ticino	1979	PS	13174	15.17
Ticino	1979	UDC	1998	2.3
Ticino	1979	PL		
Ticino	1979	AdI		
Ticino	1979	PEV		
Ticino	1979	PCS		
Ticino	1979	PVL		
Ticino	1979	PBD		
Ticino	1979	PST	2370	2.73
Ticino	1979	PSA	8147	9.38
Ticino	1979	POCH		
Ticino	1979	PES		
Ticino	1979	AVF		
Ticino	1979	Sol.		
Ticino	1979	Rép.		
Ticino	1979	DS		
Ticino	1979	UDF		
Ticino	1979	PSL		
Ticino	1979	Lega		
Ticino	1979	MCR		
Ticino	1979	Sép.		
Ticino	1979	Autres		
Ticino	1975	PLR	34564	39.1
Ticino	1975	PDC	31518	35.66
Ticino	1975	PS	12250	13.86
Ticino	1975	UDC		
Ticino	1975	PL		
Ticino	1975	AdI		
Ticino	1975	PEV		
Ticino	1975	PCS		
Ticino	1975	PVL		
Ticino	1975	PBD		
Ticino	1975	PST	3148	3.56
Ticino	1975	PSA	6706	7.59
Ticino	1975	POCH		
Ticino	1975	PES		
Ticino	1975	AVF		
Ticino	1975	Sol.		
Ticino	1975	Rép.		
Ticino	1975	DS		
Ticino	1975	UDF		
Ticino	1975	PSL		
Ticino	1975	Lega		
Ticino	1975	MCR		
Ticino	1975	Sép.		
Ticino	1975	Autres	209	0.24
Ticino	1971	PLR	30290	38.42
Ticino	1971	PDC	27448	34.81
Ticino	1971	PS	10378	13.16
Ticino	1971	UDC	1922	2.44
Ticino	1971	PL		
Ticino	1971	AdI		
Ticino	1971	PEV		
Ticino	1971	PCS		
Ticino	1971	PVL		
Ticino	1971	PBD		
Ticino	1971	PST	2166	2.75
Ticino	1971	PSA	5271	6.69
Ticino	1971	POCH		
Ticino	1971	PES		
Ticino	1971	AVF		
Ticino	1971	Sol.		
Ticino	1971	Rép.		
Ticino	1971	DS	1371	1.74
Ticino	1971	UDF		
Ticino	1971	PSL		
Ticino	1971	Lega		
Ticino	1971	MCR		
Ticino	1971	Sép.		
Ticino	1971	Autres		
Vaud	2019	PLR	42840	23.34
Vaud	2019	PDC	4451	2.43
Vaud	2019	PS	37421	20.39
Vaud	2019	UDC	31898	17.38
Vaud	2019	PL		
Vaud	2019	AdI		
Vaud	2019	PEV	2386	1.3
Vaud	2019	PCS		
Vaud	2019	PVL	15368	8.37
Vaud	2019	PBD	690	0.38
Vaud	2019	PST	3402	1.85
Vaud	2019	PSA		
Vaud	2019	POCH		
Vaud	2019	PES	36118	19.68
Vaud	2019	AVF		
Vaud	2019	Sol.	4065	2.21
Vaud	2019	Rép.		
Vaud	2019	DS	132	0.07
Vaud	2019	UDF	610	0.33
Vaud	2019	PSL		
Vaud	2019	Lega		
Vaud	2019	MCR		
Vaud	2019	Sép.		
Vaud	2019	Autres	4166	2.27
Vaud	2015	PLR	48358	26.84
Vaud	2015	PDC	7304	4.05
Vaud	2015	PS	40011	22.2
Vaud	2015	UDC	40650	22.56
Vaud	2015	PL		
Vaud	2015	AdI		
Vaud	2015	PEV	1912	1.06
Vaud	2015	PCS		
Vaud	2015	PVL	7013	3.89
Vaud	2015	PBD	3259	1.81
Vaud	2015	PST		
Vaud	2015	PSA		
Vaud	2015	POCH		
Vaud	2015	PES	20273	11.25
Vaud	2015	AVF		
Vaud	2015	Sol.	5184	2.88
Vaud	2015	Rép.		
Vaud	2015	DS	232	0.13
Vaud	2015	UDF	1259	0.7
Vaud	2015	PSL		
Vaud	2015	Lega		
Vaud	2015	MCR		
Vaud	2015	Sép.		
Vaud	2015	Autres	4742	2.63
Vaud	2011	PLR	27387	16.27
Vaud	2011	PDC	7790	4.63
Vaud	2011	PS	42351	25.16
Vaud	2011	UDC	38613	22.94
Vaud	2011	PL	9641	5.73
Vaud	2011	AdI		
Vaud	2011	PEV	1792	1.06
Vaud	2011	PCS		
Vaud	2011	PVL	8586	5.1
Vaud	2011	PBD	1400	0.83
Vaud	2011	PST	3569	2.12
Vaud	2011	PSA		
Vaud	2011	POCH		
Vaud	2011	PES	19485	11.57
Vaud	2011	AVF		
Vaud	2011	Sol.	3041	1.81
Vaud	2011	Rép.		
Vaud	2011	DS	148	0.09
Vaud	2011	UDF	1847	1.1
Vaud	2011	PSL		
Vaud	2011	Lega		
Vaud	2011	MCR	890	0.53
Vaud	2011	Sép.		
Vaud	2011	Autres	1797	1.07
Vaud	2007	PLR	24825	14.56
Vaud	2007	PDC	9557	5.61
Vaud	2007	PS	37499	22
Vaud	2007	UDC	38189	22.41
Vaud	2007	PL	13765	8.08
Vaud	2007	AdI		
Vaud	2007	PEV	1854	1.09
Vaud	2007	PCS		
Vaud	2007	PVL		
Vaud	2007	PBD		
Vaud	2007	PST	8019	4.7
Vaud	2007	PSA		
Vaud	2007	POCH		
Vaud	2007	PES	24323	14.27
Vaud	2007	AVF		
Vaud	2007	Sol.	3593	2.11
Vaud	2007	Rép.		
Vaud	2007	DS	425	0.25
Vaud	2007	UDF	2144	1.26
Vaud	2007	PSL		
Vaud	2007	Lega		
Vaud	2007	MCR		
Vaud	2007	Sép.		
Vaud	2007	Autres	6252	3.67
Vaud	2003	PLR	29113	18.5
Vaud	2003	PDC	6995	4.44
Vaud	2003	PS	34152	21.7
Vaud	2003	UDC	32017	20.34
Vaud	2003	PL	17416	11.07
Vaud	2003	AdI		
Vaud	2003	PEV	1037	0.66
Vaud	2003	PCS		
Vaud	2003	PVL		
Vaud	2003	PBD		
Vaud	2003	PST	10581	6.72
Vaud	2003	PSA		
Vaud	2003	POCH		
Vaud	2003	PES	17811	11.32
Vaud	2003	AVF		
Vaud	2003	Sol.	4149	2.64
Vaud	2003	Rép.		
Vaud	2003	DS	546	0.35
Vaud	2003	UDF	2781	1.77
Vaud	2003	PSL		
Vaud	2003	Lega		
Vaud	2003	MCR		
Vaud	2003	Sép.		
Vaud	2003	Autres	797	0.51
Vaud	1999	PLR	28003	24.99
Vaud	1999	PDC	5047	4.5
Vaud	1999	PS	25099	22.4
Vaud	1999	UDC	11985	10.7
Vaud	1999	PL	14156	12.63
Vaud	1999	AdI		
Vaud	1999	PEV		
Vaud	1999	PCS		
Vaud	1999	PVL		
Vaud	1999	PBD		
Vaud	1999	PST	8709	7.77
Vaud	1999	PSA		
Vaud	1999	POCH		
Vaud	1999	PES	7947	7.09
Vaud	1999	AVF		
Vaud	1999	Sol.	2355	2.1
Vaud	1999	Rép.		
Vaud	1999	DS	984	0.88
Vaud	1999	UDF	3080	2.75
Vaud	1999	PSL		
Vaud	1999	Lega		
Vaud	1999	MCR		
Vaud	1999	Sép.		
Vaud	1999	Autres	4683	4.18
Vaud	1995	PLR	27085	23.44
Vaud	1995	PDC	6524	5.65
Vaud	1995	PS	26248	22.71
Vaud	1995	UDC	8943	7.74
Vaud	1995	PL	16954	14.67
Vaud	1995	AdI		
Vaud	1995	PEV		
Vaud	1995	PCS		
Vaud	1995	PVL		
Vaud	1995	PBD		
Vaud	1995	PST	10317	8.93
Vaud	1995	PSA		
Vaud	1995	POCH		
Vaud	1995	PES	4692	4.06
Vaud	1995	AVF	2961	2.56
Vaud	1995	Sol.	3036	2.63
Vaud	1995	Rép.		
Vaud	1995	DS	2100	1.82
Vaud	1995	UDF	3149	2.73
Vaud	1995	PSL		
Vaud	1995	Lega		
Vaud	1995	MCR		
Vaud	1995	Sép.		
Vaud	1995	Autres	3547	3.07
Vaud	1991	PLR	34038	26.35
Vaud	1991	PDC	4593	3.55
Vaud	1991	PS	29618	22.92
Vaud	1991	UDC	9471	7.33
Vaud	1991	PL	22773	17.63
Vaud	1991	AdI	1180	0.91
Vaud	1991	PEV		
Vaud	1991	PCS		
Vaud	1991	PVL		
Vaud	1991	PBD		
Vaud	1991	PST	5495	4.25
Vaud	1991	PSA		
Vaud	1991	POCH		
Vaud	1991	PES	8117	6.28
Vaud	1991	AVF	4591	3.55
Vaud	1991	Sol.		
Vaud	1991	Rép.		
Vaud	1991	DS	3712	2.87
Vaud	1991	UDF		
Vaud	1991	PSL	3220	2.49
Vaud	1991	Lega		
Vaud	1991	MCR		
Vaud	1991	Sép.		
Vaud	1991	Autres	2392	1.85
Vaud	1987	PLR	33740	27.59
Vaud	1987	PDC	4999	4.09
Vaud	1987	PS	27571	22.55
Vaud	1987	UDC	7601	6.22
Vaud	1987	PL	21230	17.36
Vaud	1987	AdI		
Vaud	1987	PEV		
Vaud	1987	PCS		
Vaud	1987	PVL		
Vaud	1987	PBD		
Vaud	1987	PST	4277	3.5
Vaud	1987	PSA		
Vaud	1987	POCH		
Vaud	1987	PES	10225	8.36
Vaud	1987	AVF	4491	3.67
Vaud	1987	Sol.		
Vaud	1987	Rép.		
Vaud	1987	DS	3406	2.79
Vaud	1987	UDF	1363	1.11
Vaud	1987	PSL		
Vaud	1987	Lega		
Vaud	1987	MCR		
Vaud	1987	Sép.		
Vaud	1987	Autres	3369	2.76
Vaud	1983	PLR	38559	30.42
Vaud	1983	PDC	5736	4.52
Vaud	1983	PS	27704	21.86
Vaud	1983	UDC	7827	6.17
Vaud	1983	PL	21382	16.87
Vaud	1983	AdI		
Vaud	1983	PEV		
Vaud	1983	PCS		
Vaud	1983	PVL		
Vaud	1983	PBD		
Vaud	1983	PST	5256	4.15
Vaud	1983	PSA		
Vaud	1983	POCH		
Vaud	1983	PES	8906	7.03
Vaud	1983	AVF	4794	3.78
Vaud	1983	Sol.		
Vaud	1983	Rép.		
Vaud	1983	DS	3272	2.58
Vaud	1983	UDF		
Vaud	1983	PSL		
Vaud	1983	Lega		
Vaud	1983	MCR		
Vaud	1983	Sép.		
Vaud	1983	Autres	3323	2.62
Vaud	1979	PLR	30775	27.07
Vaud	1979	PDC	5775	5.08
Vaud	1979	PS	28325	24.91
Vaud	1979	UDC	7729	6.8
Vaud	1979	PL	19019	16.73
Vaud	1979	AdI	912	0.8
Vaud	1979	PEV		
Vaud	1979	PCS		
Vaud	1979	PVL		
Vaud	1979	PBD		
Vaud	1979	PST	10594	9.32
Vaud	1979	PSA		
Vaud	1979	POCH		
Vaud	1979	PES	7278	6.4
Vaud	1979	AVF		
Vaud	1979	Sol.		
Vaud	1979	Rép.		
Vaud	1979	DS		
Vaud	1979	UDF		
Vaud	1979	PSL		
Vaud	1979	Lega		
Vaud	1979	MCR		
Vaud	1979	Sép.		
Vaud	1979	Autres	3296	2.9
Vaud	1975	PLR	32866	25.63
Vaud	1975	PDC	5918	4.61
Vaud	1975	PS	35365	27.57
Vaud	1975	UDC	10315	8.04
Vaud	1975	PL	17464	13.62
Vaud	1975	AdI	1998	1.56
Vaud	1975	PEV		
Vaud	1975	PCS		
Vaud	1975	PVL		
Vaud	1975	PBD		
Vaud	1975	PST	13682	10.67
Vaud	1975	PSA		
Vaud	1975	POCH		
Vaud	1975	PES	1246	0.97
Vaud	1975	AVF		
Vaud	1975	Sol.		
Vaud	1975	Rép.	4010	3.13
Vaud	1975	DS	2030	1.58
Vaud	1975	UDF	1337	1.04
Vaud	1975	PSL		
Vaud	1975	Lega		
Vaud	1975	MCR		
Vaud	1975	Sép.		
Vaud	1975	Autres	2027	1.58
Vaud	1971	PLR	33804	26.04
Vaud	1971	PDC	6831	5.26
Vaud	1971	PS	32464	25.01
Vaud	1971	UDC	10036	7.73
Vaud	1971	PL	16114	12.41
Vaud	1971	AdI	5350	4.12
Vaud	1971	PEV		
Vaud	1971	PCS		
Vaud	1971	PVL		
Vaud	1971	PBD		
Vaud	1971	PST	15892	12.24
Vaud	1971	PSA		
Vaud	1971	POCH		
Vaud	1971	PES		
Vaud	1971	AVF		
Vaud	1971	Sol.		
Vaud	1971	Rép.	3827	2.95
Vaud	1971	DS	5484	4.22
Vaud	1971	UDF		
Vaud	1971	PSL		
Vaud	1971	Lega		
Vaud	1971	MCR		
Vaud	1971	Sép.		
Vaud	1971	Autres		
Valais / Wallis	2019	PLR	19599	16.48
Valais / Wallis	2019	PDC	41364	34.78
Valais / Wallis	2019	PS	17917	15.07
Valais / Wallis	2019	UDC	23517	19.78
Valais / Wallis	2019	PL		
Valais / Wallis	2019	AdI		
Valais / Wallis	2019	PEV		
Valais / Wallis	2019	PCS	1225	1.03
Valais / Wallis	2019	PVL	947	0.8
Valais / Wallis	2019	PBD		
Valais / Wallis	2019	PST		
Valais / Wallis	2019	PSA		
Valais / Wallis	2019	POCH		
Valais / Wallis	2019	PES	12591	10.59
Valais / Wallis	2019	AVF		
Valais / Wallis	2019	Sol.		
Valais / Wallis	2019	Rép.		
Valais / Wallis	2019	DS		
Valais / Wallis	2019	UDF		
Valais / Wallis	2019	PSL		
Valais / Wallis	2019	Lega		
Valais / Wallis	2019	MCR		
Valais / Wallis	2019	Sép.		
Valais / Wallis	2019	Autres	1756	1.48
Valais / Wallis	2015	PLR	22808	18.14
Valais / Wallis	2015	PDC	50036	39.79
Valais / Wallis	2015	PS	16670	13.26
Valais / Wallis	2015	UDC	27844	22.14
Valais / Wallis	2015	PL		
Valais / Wallis	2015	AdI		
Valais / Wallis	2015	PEV		
Valais / Wallis	2015	PCS	1778	1.41
Valais / Wallis	2015	PVL		
Valais / Wallis	2015	PBD		
Valais / Wallis	2015	PST		
Valais / Wallis	2015	PSA		
Valais / Wallis	2015	POCH		
Valais / Wallis	2015	PES	6147	4.89
Valais / Wallis	2015	AVF		
Valais / Wallis	2015	Sol.		
Valais / Wallis	2015	Rép.		
Valais / Wallis	2015	DS		
Valais / Wallis	2015	UDF		
Valais / Wallis	2015	PSL		
Valais / Wallis	2015	Lega		
Valais / Wallis	2015	MCR		
Valais / Wallis	2015	Sép.		
Valais / Wallis	2015	Autres	466	0.37
Valais / Wallis	2011	PLR	23071	18.8
Valais / Wallis	2011	PDC	48969	39.9
Valais / Wallis	2011	PS	17944	14.62
Valais / Wallis	2011	UDC	24153	19.68
Valais / Wallis	2011	PL		
Valais / Wallis	2011	AdI		
Valais / Wallis	2011	PEV		
Valais / Wallis	2011	PCS	884	0.72
Valais / Wallis	2011	PVL		
Valais / Wallis	2011	PBD	775	0.63
Valais / Wallis	2011	PST		
Valais / Wallis	2011	PSA		
Valais / Wallis	2011	POCH		
Valais / Wallis	2011	PES	6124	4.99
Valais / Wallis	2011	AVF	797	0.65
Valais / Wallis	2011	Sol.		
Valais / Wallis	2011	Rép.		
Valais / Wallis	2011	DS		
Valais / Wallis	2011	UDF		
Valais / Wallis	2011	PSL		
Valais / Wallis	2011	Lega		
Valais / Wallis	2011	MCR		
Valais / Wallis	2011	Sép.		
Valais / Wallis	2011	Autres		
Valais / Wallis	2007	PLR	18070	15.97
Valais / Wallis	2007	PDC	50810	44.92
Valais / Wallis	2007	PS	16618	14.69
Valais / Wallis	2007	UDC	18747	16.57
Valais / Wallis	2007	PL	1139	1.01
Valais / Wallis	2007	AdI		
Valais / Wallis	2007	PEV		
Valais / Wallis	2007	PCS	1295	1.14
Valais / Wallis	2007	PVL		
Valais / Wallis	2007	PBD		
Valais / Wallis	2007	PST		
Valais / Wallis	2007	PSA		
Valais / Wallis	2007	POCH		
Valais / Wallis	2007	PES	4447	3.93
Valais / Wallis	2007	AVF		
Valais / Wallis	2007	Sol.		
Valais / Wallis	2007	Rép.		
Valais / Wallis	2007	DS		
Valais / Wallis	2007	UDF		
Valais / Wallis	2007	PSL		
Valais / Wallis	2007	Lega		
Valais / Wallis	2007	MCR		
Valais / Wallis	2007	Sép.		
Valais / Wallis	2007	Autres	1997	1.77
Valais / Wallis	2003	PLR	16672	17.08
Valais / Wallis	2003	PDC	46752	47.89
Valais / Wallis	2003	PS	18633	19.09
Valais / Wallis	2003	UDC	13034	13.35
Valais / Wallis	2003	PL		
Valais / Wallis	2003	AdI		
Valais / Wallis	2003	PEV		
Valais / Wallis	2003	PCS		
Valais / Wallis	2003	PVL		
Valais / Wallis	2003	PBD		
Valais / Wallis	2003	PST		
Valais / Wallis	2003	PSA		
Valais / Wallis	2003	POCH		
Valais / Wallis	2003	PES	2531	2.59
Valais / Wallis	2003	AVF		
Valais / Wallis	2003	Sol.		
Valais / Wallis	2003	Rép.		
Valais / Wallis	2003	DS		
Valais / Wallis	2003	UDF		
Valais / Wallis	2003	PSL		
Valais / Wallis	2003	Lega		
Valais / Wallis	2003	MCR		
Valais / Wallis	2003	Sép.		
Valais / Wallis	2003	Autres		
Valais / Wallis	1999	PLR	17305	18.83
Valais / Wallis	1999	PDC	47248	51.41
Valais / Wallis	1999	PS	15492	16.86
