Canton	Annee	Parti	Electeurs fictifs	Suffrage en pourcent
Nidwalden	2007	PS		
Nidwalden	2007	UDC		
Nidwalden	2007	PL		
Nidwalden	2007	AdI		
Nidwalden	2007	PEV		
Nidwalden	2007	PCS		
Nidwalden	2007	PVL		
Nidwalden	2007	PBD		
Nidwalden	2007	PST		
Nidwalden	2007	PSA		
Nidwalden	2007	POCH		
Nidwalden	2007	PES		
Nidwalden	2007	AVF		
Nidwalden	2007	Sol.		
Nidwalden	2007	Rép.		
Nidwalden	2007	DS		
Nidwalden	2007	UDF		
Nidwalden	2007	PSL		
Nidwalden	2007	Lega		
Nidwalden	2007	MCR		
Nidwalden	2007	Sép.		
Nidwalden	2007	Autres		
Nidwalden	2003	PLR	7888	88.52
Nidwalden	2003	PDC		
Nidwalden	2003	PS		
Nidwalden	2003	UDC		
Nidwalden	2003	PL		
Nidwalden	2003	AdI		
Nidwalden	2003	PEV		
Nidwalden	2003	PCS		
Nidwalden	2003	PVL		
Nidwalden	2003	PBD		
Nidwalden	2003	PST		
Nidwalden	2003	PSA		
Nidwalden	2003	POCH		
Nidwalden	2003	PES		
Nidwalden	2003	AVF		
Nidwalden	2003	Sol.		
Nidwalden	2003	Rép.		
Nidwalden	2003	DS	912	10.23
Nidwalden	2003	UDF		
Nidwalden	2003	PSL		
Nidwalden	2003	Lega		
Nidwalden	2003	MCR		
Nidwalden	2003	Sép.		
Nidwalden	2003	Autres	111	1.25
Nidwalden	1999	PLR	9546	90.43
Nidwalden	1999	PDC		
Nidwalden	1999	PS		
Nidwalden	1999	UDC		
Nidwalden	1999	PL		
Nidwalden	1999	AdI		
Nidwalden	1999	PEV		
Nidwalden	1999	PCS		
Nidwalden	1999	PVL		
Nidwalden	1999	PBD		
Nidwalden	1999	PST		
Nidwalden	1999	PSA		
Nidwalden	1999	POCH		
Nidwalden	1999	PES		
Nidwalden	1999	AVF		
Nidwalden	1999	Sol.		
Nidwalden	1999	Rép.		
Nidwalden	1999	DS	846	8.01
Nidwalden	1999	UDF		
Nidwalden	1999	PSL		
Nidwalden	1999	Lega		
Nidwalden	1999	MCR		
Nidwalden	1999	Sép.		
Nidwalden	1999	Autres	164	1.55
Nidwalden	1995	PLR	7081	48.11
Nidwalden	1995	PDC	4724	32.1
Nidwalden	1995	PS		
Nidwalden	1995	UDC		
Nidwalden	1995	PL		
Nidwalden	1995	AdI		
Nidwalden	1995	PEV		
Nidwalden	1995	PCS		
Nidwalden	1995	PVL		
Nidwalden	1995	PBD		
Nidwalden	1995	PST		
Nidwalden	1995	PSA		
Nidwalden	1995	POCH		
Nidwalden	1995	PES		
Nidwalden	1995	AVF		
Nidwalden	1995	Sol.		
Nidwalden	1995	Rép.		
Nidwalden	1995	DS		
Nidwalden	1995	UDF		
Nidwalden	1995	PSL		
Nidwalden	1995	Lega		
Nidwalden	1995	MCR		
Nidwalden	1995	Sép.		
Nidwalden	1995	Autres	2913	19.79
Nidwalden	1991	PLR		
Nidwalden	1991	PDC	4859	97.69
Nidwalden	1991	PS		
Nidwalden	1991	UDC		
Nidwalden	1991	PL		
Nidwalden	1991	AdI		
Nidwalden	1991	PEV		
Nidwalden	1991	PCS		
Nidwalden	1991	PVL		
Nidwalden	1991	PBD		
Nidwalden	1991	PST		
Nidwalden	1991	PSA		
Nidwalden	1991	POCH		
Nidwalden	1991	PES		
Nidwalden	1991	AVF		
Nidwalden	1991	Sol.		
Nidwalden	1991	Rép.		
Nidwalden	1991	DS		
Nidwalden	1991	UDF		
Nidwalden	1991	PSL		
Nidwalden	1991	Lega		
Nidwalden	1991	MCR		
Nidwalden	1991	Sép.		
Nidwalden	1991	Autres	115	2.31
Nidwalden	1987	PLR		
Nidwalden	1987	PDC	3992	96.87
Nidwalden	1987	PS		
Nidwalden	1987	UDC		
Nidwalden	1987	PL		
Nidwalden	1987	AdI		
Nidwalden	1987	PEV		
Nidwalden	1987	PCS		
Nidwalden	1987	PVL		
Nidwalden	1987	PBD		
Nidwalden	1987	PST		
Nidwalden	1987	PSA		
Nidwalden	1987	POCH		
Nidwalden	1987	PES		
Nidwalden	1987	AVF		
Nidwalden	1987	Sol.		
Nidwalden	1987	Rép.		
Nidwalden	1987	DS		
Nidwalden	1987	UDF		
Nidwalden	1987	PSL		
Nidwalden	1987	Lega		
Nidwalden	1987	MCR		
Nidwalden	1987	Sép.		
Nidwalden	1987	Autres	129	3.13
Nidwalden	1983	PLR		
Nidwalden	1983	PDC	4166	97.15
Nidwalden	1983	PS		
Nidwalden	1983	UDC		
Nidwalden	1983	PL		
Nidwalden	1983	AdI		
Nidwalden	1983	PEV		
Nidwalden	1983	PCS		
Nidwalden	1983	PVL		
Nidwalden	1983	PBD		
Nidwalden	1983	PST		
Nidwalden	1983	PSA		
Nidwalden	1983	POCH		
Nidwalden	1983	PES		
Nidwalden	1983	AVF		
Nidwalden	1983	Sol.		
Nidwalden	1983	Rép.		
Nidwalden	1983	DS		
Nidwalden	1983	UDF		
Nidwalden	1983	PSL		
Nidwalden	1983	Lega		
Nidwalden	1983	MCR		
Nidwalden	1983	Sép.		
Nidwalden	1983	Autres	122	2.85
Nidwalden	1979	PLR	4189	39.01
Nidwalden	1979	PDC	5318	49.53
Nidwalden	1979	PS	1135	10.57
Nidwalden	1979	UDC		
Nidwalden	1979	PL		
Nidwalden	1979	AdI		
Nidwalden	1979	PEV		
Nidwalden	1979	PCS		
Nidwalden	1979	PVL		
Nidwalden	1979	PBD		
Nidwalden	1979	PST		
Nidwalden	1979	PSA		
Nidwalden	1979	POCH		
Nidwalden	1979	PES		
Nidwalden	1979	AVF		
Nidwalden	1979	Sol.		
Nidwalden	1979	Rép.		
Nidwalden	1979	DS		
Nidwalden	1979	UDF		
Nidwalden	1979	PSL		
Nidwalden	1979	Lega		
Nidwalden	1979	MCR		
Nidwalden	1979	Sép.		
Nidwalden	1979	Autres	96	0.89
Nidwalden	1975	PLR		
Nidwalden	1975	PDC	5240	97.6
Nidwalden	1975	PS		
Nidwalden	1975	UDC		
Nidwalden	1975	PL		
Nidwalden	1975	AdI		
Nidwalden	1975	PEV		
Nidwalden	1975	PCS		
Nidwalden	1975	PVL		
Nidwalden	1975	PBD		
Nidwalden	1975	PST		
Nidwalden	1975	PSA		
Nidwalden	1975	POCH		
Nidwalden	1975	PES		
Nidwalden	1975	AVF		
Nidwalden	1975	Sol.		
Nidwalden	1975	Rép.		
Nidwalden	1975	DS		
Nidwalden	1975	UDF		
Nidwalden	1975	PSL		
Nidwalden	1975	Lega		
Nidwalden	1975	MCR		
Nidwalden	1975	Sép.		
Nidwalden	1975	Autres	129	2.4
Nidwalden	1971	PLR		
Nidwalden	1971	PDC	6425	97.23
Nidwalden	1971	PS		
Nidwalden	1971	UDC		
Nidwalden	1971	PL		
Nidwalden	1971	AdI		
Nidwalden	1971	PEV		
Nidwalden	1971	PCS		
Nidwalden	1971	PVL		
Nidwalden	1971	PBD		
Nidwalden	1971	PST		
Nidwalden	1971	PSA		
Nidwalden	1971	POCH		
Nidwalden	1971	PES		
Nidwalden	1971	AVF		
Nidwalden	1971	Sol.		
Nidwalden	1971	Rép.		
Nidwalden	1971	DS		
Nidwalden	1971	UDF		
Nidwalden	1971	PSL		
Nidwalden	1971	Lega		
Nidwalden	1971	MCR		
Nidwalden	1971	Sép.		
Nidwalden	1971	Autres	183	2.77
Glarus	2019	PLR		
Glarus	2019	PDC		
Glarus	2019	PS	2861	28.19
Glarus	2019	UDC		
Glarus	2019	PL		
Glarus	2019	AdI		
Glarus	2019	PEV		
Glarus	2019	PCS		
Glarus	2019	PVL		
Glarus	2019	PBD	6396	63.03
Glarus	2019	PST		
Glarus	2019	PSA		
Glarus	2019	POCH		
Glarus	2019	PES	279	2.75
Glarus	2019	AVF		
Glarus	2019	Sol.		
Glarus	2019	Rép.		
Glarus	2019	DS		
Glarus	2019	UDF		
Glarus	2019	PSL		
Glarus	2019	Lega		
Glarus	2019	MCR		
Glarus	2019	Sép.		
Glarus	2019	Autres	612	6.03
Glarus	2015	PLR		
Glarus	2015	PDC		
Glarus	2015	PS	4742	45
Glarus	2015	UDC		
Glarus	2015	PL		
Glarus	2015	AdI		
Glarus	2015	PEV		
Glarus	2015	PCS		
Glarus	2015	PVL		
Glarus	2015	PBD	5423	51.47
Glarus	2015	PST		
Glarus	2015	PSA		
Glarus	2015	POCH		
Glarus	2015	PES		
Glarus	2015	AVF		
Glarus	2015	Sol.		
Glarus	2015	Rép.		
Glarus	2015	DS		
Glarus	2015	UDF		
Glarus	2015	PSL		
Glarus	2015	Lega		
Glarus	2015	MCR		
Glarus	2015	Sép.		
Glarus	2015	Autres	372	3.53
Glarus	2011	PLR		
Glarus	2011	PDC		
Glarus	2011	PS	2016	24.56
Glarus	2011	UDC		
Glarus	2011	PL		
Glarus	2011	AdI		
Glarus	2011	PEV		
Glarus	2011	PCS		
Glarus	2011	PVL		
Glarus	2011	PBD	5066	61.71
Glarus	2011	PST		
Glarus	2011	PSA		
Glarus	2011	POCH		
Glarus	2011	PES		
Glarus	2011	AVF		
Glarus	2011	Sol.		
Glarus	2011	Rép.		
Glarus	2011	DS		
Glarus	2011	UDF		
Glarus	2011	PSL		
Glarus	2011	Lega		
Glarus	2011	MCR		
Glarus	2011	Sép.		
Glarus	2011	Autres	1127	13.73
Glarus	2007	PLR		
Glarus	2007	PDC		
Glarus	2007	PS	4292	55.55
Glarus	2007	UDC	2712	35.1
Glarus	2007	PL		
Glarus	2007	AdI		
Glarus	2007	PEV		
Glarus	2007	PCS		
Glarus	2007	PVL		
Glarus	2007	PBD		
Glarus	2007	PST		
Glarus	2007	PSA		
Glarus	2007	POCH		
Glarus	2007	PES		
Glarus	2007	AVF		
Glarus	2007	Sol.		
Glarus	2007	Rép.		
Glarus	2007	DS		
Glarus	2007	UDF		
Glarus	2007	PSL		
Glarus	2007	Lega		
Glarus	2007	MCR		
Glarus	2007	Sép.		
Glarus	2007	Autres	723	9.36
Glarus	2003	PLR		
Glarus	2003	PDC		
Glarus	2003	PS	3811	67.12
Glarus	2003	UDC		
Glarus	2003	PL		
Glarus	2003	AdI		
Glarus	2003	PEV		
Glarus	2003	PCS		
Glarus	2003	PVL		
Glarus	2003	PBD		
Glarus	2003	PST		
Glarus	2003	PSA		
Glarus	2003	POCH		
Glarus	2003	PES		
Glarus	2003	AVF		
Glarus	2003	Sol.		
Glarus	2003	Rép.		
Glarus	2003	DS		
Glarus	2003	UDF		
Glarus	2003	PSL		
Glarus	2003	Lega		
Glarus	2003	MCR		
Glarus	2003	Sép.		
Glarus	2003	Autres	1867	32.88
Glarus	1999	PLR		
Glarus	1999	PDC		
Glarus	1999	PS	5179	85.67
Glarus	1999	UDC		
Glarus	1999	PL		
Glarus	1999	AdI		
Glarus	1999	PEV		
Glarus	1999	PCS		
Glarus	1999	PVL		
Glarus	1999	PBD		
Glarus	1999	PST		
Glarus	1999	PSA		
Glarus	1999	POCH		
Glarus	1999	PES		
Glarus	1999	AVF		
Glarus	1999	Sol.		
Glarus	1999	Rép.		
Glarus	1999	DS		
Glarus	1999	UDF		
Glarus	1999	PSL		
Glarus	1999	Lega		
Glarus	1999	MCR		
Glarus	1999	Sép.		
Glarus	1999	Autres	866	14.33
Glarus	1995	PLR		
Glarus	1995	PDC		
Glarus	1995	PS	4498	83.9
Glarus	1995	UDC		
Glarus	1995	PL		
Glarus	1995	AdI		
Glarus	1995	PEV		
Glarus	1995	PCS		
Glarus	1995	PVL		
Glarus	1995	PBD		
Glarus	1995	PST		
Glarus	1995	PSA		
Glarus	1995	POCH		
Glarus	1995	PES		
Glarus	1995	AVF		
Glarus	1995	Sol.		
Glarus	1995	Rép.		
Glarus	1995	DS		
Glarus	1995	UDF		
Glarus	1995	PSL		
Glarus	1995	Lega		
Glarus	1995	MCR		
Glarus	1995	Sép.		
Glarus	1995	Autres	863	16.1
Glarus	1991	PLR		
Glarus	1991	PDC		
Glarus	1991	PS	5482	53.69
Glarus	1991	UDC	4369	42.79
Glarus	1991	PL		
Glarus	1991	AdI		
Glarus	1991	PEV		
Glarus	1991	PCS		
Glarus	1991	PVL		
Glarus	1991	PBD		
Glarus	1991	PST		
Glarus	1991	PSA		
Glarus	1991	POCH		
Glarus	1991	PES		
Glarus	1991	AVF		
Glarus	1991	Sol.		
Glarus	1991	Rép.		
Glarus	1991	DS		
Glarus	1991	UDF		
Glarus	1991	PSL		
Glarus	1991	Lega		
Glarus	1991	MCR		
Glarus	1991	Sép.		
Glarus	1991	Autres	359	3.52
Glarus	1987	PLR		
Glarus	1987	PDC		
Glarus	1987	PS		
Glarus	1987	UDC	4089	85.62
Glarus	1987	PL		
Glarus	1987	AdI		
Glarus	1987	PEV		
Glarus	1987	PCS		
Glarus	1987	PVL		
Glarus	1987	PBD		
Glarus	1987	PST		
Glarus	1987	PSA		
Glarus	1987	POCH		
Glarus	1987	PES		
Glarus	1987	AVF		
Glarus	1987	Sol.		
Glarus	1987	Rép.		
Glarus	1987	DS		
Glarus	1987	UDF		
Glarus	1987	PSL		
Glarus	1987	Lega		
Glarus	1987	MCR		
Glarus	1987	Sép.		
Glarus	1987	Autres	687	14.38
Glarus	1983	PLR		
Glarus	1983	PDC		
Glarus	1983	PS		
Glarus	1983	UDC	5045	92.31
Glarus	1983	PL		
Glarus	1983	AdI		
Glarus	1983	PEV		
Glarus	1983	PCS		
Glarus	1983	PVL		
Glarus	1983	PBD		
Glarus	1983	PST		
Glarus	1983	PSA		
Glarus	1983	POCH		
Glarus	1983	PES		
Glarus	1983	AVF		
Glarus	1983	Sol.		
Glarus	1983	Rép.		
Glarus	1983	DS		
Glarus	1983	UDF		
Glarus	1983	PSL		
Glarus	1983	Lega		
Glarus	1983	MCR		
Glarus	1983	Sép.		
Glarus	1983	Autres	420	7.69
Glarus	1979	PLR		
Glarus	1979	PDC		
Glarus	1979	PS		
Glarus	1979	UDC	6394	81.8
Glarus	1979	PL		
Glarus	1979	AdI		
Glarus	1979	PEV		
Glarus	1979	PCS		
Glarus	1979	PVL		
Glarus	1979	PBD		
Glarus	1979	PST		
Glarus	1979	PSA		
Glarus	1979	POCH		
Glarus	1979	PES		
Glarus	1979	AVF		
Glarus	1979	Sol.		
Glarus	1979	Rép.		
Glarus	1979	DS		
Glarus	1979	UDF		
Glarus	1979	PSL		
Glarus	1979	Lega		
Glarus	1979	MCR		
Glarus	1979	Sép.		
Glarus	1979	Autres	1423	18.2
Glarus	1975	PLR		
Glarus	1975	PDC		
Glarus	1975	PS	4554	64.72
Glarus	1975	UDC		
Glarus	1975	PL		
Glarus	1975	AdI		
Glarus	1975	PEV		
Glarus	1975	PCS		
Glarus	1975	PVL		
Glarus	1975	PBD		
Glarus	1975	PST		
Glarus	1975	PSA		
Glarus	1975	POCH		
Glarus	1975	PES		
Glarus	1975	AVF		
Glarus	1975	Sol.		
Glarus	1975	Rép.		
Glarus	1975	DS		
Glarus	1975	UDF		
Glarus	1975	PSL		
Glarus	1975	Lega		
Glarus	1975	MCR		
Glarus	1975	Sép.		
Glarus	1975	Autres	2483	35.28
Glarus	1971	PLR	5667	42.36
Glarus	1971	PDC		
Glarus	1971	PS	7652	57.2
Glarus	1971	UDC		
Glarus	1971	PL		
Glarus	1971	AdI		
Glarus	1971	PEV		
Glarus	1971	PCS		
Glarus	1971	PVL		
Glarus	1971	PBD		
Glarus	1971	PST		
Glarus	1971	PSA		
Glarus	1971	POCH		
Glarus	1971	PES		
Glarus	1971	AVF		
Glarus	1971	Sol.		
Glarus	1971	Rép.		
Glarus	1971	DS		
Glarus	1971	UDF		
Glarus	1971	PSL		
Glarus	1971	Lega		
Glarus	1971	MCR		
Glarus	1971	Sép.		
Glarus	1971	Autres	59	0.44
Zug	2019	PLR	5767	14.68
Zug	2019	PDC	9344	23.78
Zug	2019	PS	3672	9.35
Zug	2019	UDC	10455	26.61
Zug	2019	PL		
Zug	2019	AdI		
Zug	2019	PEV	322	0.82
Zug	2019	PCS		
Zug	2019	PVL	2175	5.54
Zug	2019	PBD		
Zug	2019	PST		
Zug	2019	PSA		
Zug	2019	POCH		
Zug	2019	PES	7555	19.23
Zug	2019	AVF		
Zug	2019	Sol.		
Zug	2019	Rép.		
Zug	2019	DS		
Zug	2019	UDF		
Zug	2019	PSL		
Zug	2019	Lega		
Zug	2019	MCR		
Zug	2019	Sép.		
Zug	2019	Autres		
Zug	2015	PLR	6891	17.64
Zug	2015	PDC	10330	26.44
Zug	2015	PS	5373	13.75
Zug	2015	UDC	11900	30.46
Zug	2015	PL		
Zug	2015	AdI		
Zug	2015	PEV		
Zug	2015	PCS		
Zug	2015	PVL	1399	3.58
Zug	2015	PBD		
Zug	2015	PST		
Zug	2015	PSA		
Zug	2015	POCH		
Zug	2015	PES	2796	7.16
Zug	2015	AVF		
Zug	2015	Sol.		
Zug	2015	Rép.		
Zug	2015	DS		
Zug	2015	UDF		
Zug	2015	PSL		
Zug	2015	Lega		
Zug	2015	MCR		
Zug	2015	Sép.		
Zug	2015	Autres	378	0.97
Zug	2011	PLR	7511	19.23
Zug	2011	PDC	9487	24.29
Zug	2011	PS	2059	5.27
Zug	2011	UDC	11057	28.31
Zug	2011	PL		
Zug	2011	AdI		
Zug	2011	PEV		
Zug	2011	PCS		
Zug	2011	PVL	2652	6.79
Zug	2011	PBD		
Zug	2011	PST		
Zug	2011	PSA		
Zug	2011	POCH		
Zug	2011	PES	6001	15.36
Zug	2011	AVF		
Zug	2011	Sol.		
Zug	2011	Rép.		
Zug	2011	DS		
Zug	2011	UDF		
Zug	2011	PSL		
Zug	2011	Lega		
Zug	2011	MCR		
Zug	2011	Sép.		
Zug	2011	Autres	290	0.74
Zug	2007	PLR	7716	21.51
Zug	2007	PDC	8364	23.32
Zug	2007	PS	3257	9.08
Zug	2007	UDC	10437	29.09
Zug	2007	PL		
Zug	2007	AdI		
Zug	2007	PEV		
Zug	2007	PCS		
Zug	2007	PVL		
Zug	2007	PBD		
Zug	2007	PST		
Zug	2007	PSA		
Zug	2007	POCH		
Zug	2007	PES	6099	17
Zug	2007	AVF		
Zug	2007	Sol.		
Zug	2007	Rép.		
Zug	2007	DS		
Zug	2007	UDF		
Zug	2007	PSL		
Zug	2007	Lega		
Zug	2007	MCR		
Zug	2007	Sép.		
Zug	2007	Autres		
Zug	2003	PLR	7735	22.36
Zug	2003	PDC	7919	22.9
Zug	2003	PS	4648	13.44
Zug	2003	UDC	9582	27.7
Zug	2003	PL		
Zug	2003	AdI		
Zug	2003	PEV		
Zug	2003	PCS		
Zug	2003	PVL		
Zug	2003	PBD		
Zug	2003	PST		
Zug	2003	PSA		
Zug	2003	POCH		
Zug	2003	PES		
Zug	2003	AVF	4704	13.6
Zug	2003	Sol.		
Zug	2003	Rép.		
Zug	2003	DS		
Zug	2003	UDF		
Zug	2003	PSL		
Zug	2003	Lega		
Zug	2003	MCR		
Zug	2003	Sép.		
Zug	2003	Autres		
Zug	1999	PLR	8692	25.66
Zug	1999	PDC	8929	26.36
Zug	1999	PS	7884	23.28
Zug	1999	UDC	7258	21.43
Zug	1999	PL		
Zug	1999	AdI		
Zug	1999	PEV		
Zug	1999	PCS		
Zug	1999	PVL		
Zug	1999	PBD		
Zug	1999	PST		
Zug	1999	PSA		
Zug	1999	POCH		
Zug	1999	PES		
Zug	1999	AVF		
Zug	1999	Sol.		
Zug	1999	Rép.		
Zug	1999	DS		
Zug	1999	UDF		
Zug	1999	PSL		
Zug	1999	Lega		
Zug	1999	MCR		
Zug	1999	Sép.		
Zug	1999	Autres	1107	3.27
Zug	1995	PLR	5990	22.53
Zug	1995	PDC	7210	27.11
Zug	1995	PS	4517	16.99
Zug	1995	UDC	4032	15.16
Zug	1995	PL		
Zug	1995	AdI		
Zug	1995	PEV		
Zug	1995	PCS		
Zug	1995	PVL		
Zug	1995	PBD		
Zug	1995	PST		
Zug	1995	PSA		
Zug	1995	POCH		
Zug	1995	PES		
Zug	1995	AVF	2765	10.4
Zug	1995	Sol.		
Zug	1995	Rép.		
Zug	1995	DS		
Zug	1995	UDF		
Zug	1995	PSL		
Zug	1995	Lega		
Zug	1995	MCR		
Zug	1995	Sép.		
Zug	1995	Autres	2077	7.81
Zug	1991	PLR	9526	32.86
Zug	1991	PDC	9911	34.19
Zug	1991	PS	4659	16.07
Zug	1991	UDC		
Zug	1991	PL		
Zug	1991	AdI		
Zug	1991	PEV		
Zug	1991	PCS		
Zug	1991	PVL		
Zug	1991	PBD		
Zug	1991	PST		
Zug	1991	PSA		
Zug	1991	POCH		
Zug	1991	PES		
Zug	1991	AVF	2937	10.13
Zug	1991	Sol.		
Zug	1991	Rép.		
Zug	1991	DS		
Zug	1991	UDF		
Zug	1991	PSL		
Zug	1991	Lega		
Zug	1991	MCR		
Zug	1991	Sép.		
Zug	1991	Autres	1954	6.74
Zug	1987	PLR	8242	34.08
Zug	1987	PDC	8284	34.25
Zug	1987	PS	5458	22.56
Zug	1987	UDC		
Zug	1987	PL		
Zug	1987	AdI		
Zug	1987	PEV		
Zug	1987	PCS		
Zug	1987	PVL		
Zug	1987	PBD		
Zug	1987	PST		
Zug	1987	PSA		
Zug	1987	POCH		
Zug	1987	PES		
Zug	1987	AVF	1892	7.82
Zug	1987	Sol.		
Zug	1987	Rép.		
Zug	1987	DS		
Zug	1987	UDF		
Zug	1987	PSL		
Zug	1987	Lega		
Zug	1987	MCR		
Zug	1987	Sép.		
Zug	1987	Autres	312	1.29
Zug	1983	PLR	8473	33.57
Zug	1983	PDC	10069	39.89
Zug	1983	PS	5743	22.75
Zug	1983	UDC		
Zug	1983	PL		
Zug	1983	AdI		
Zug	1983	PEV		
Zug	1983	PCS		
Zug	1983	PVL		
Zug	1983	PBD		
Zug	1983	PST		
Zug	1983	PSA		
Zug	1983	POCH		
Zug	1983	PES		
Zug	1983	AVF		
Zug	1983	Sol.		
Zug	1983	Rép.		
Zug	1983	DS		
Zug	1983	UDF		
Zug	1983	PSL		
Zug	1983	Lega		
Zug	1983	MCR		
Zug	1983	Sép.		
Zug	1983	Autres	956	3.79
Zug	1979	PLR	8035	32.78
Zug	1979	PDC	8359	34.1
Zug	1979	PS	7572	30.89
Zug	1979	UDC		
Zug	1979	PL		
Zug	1979	AdI		
Zug	1979	PEV		
Zug	1979	PCS		
Zug	1979	PVL		
Zug	1979	PBD		
Zug	1979	PST		
Zug	1979	PSA		
Zug	1979	POCH		
Zug	1979	PES		
Zug	1979	AVF		
Zug	1979	Sol.		
Zug	1979	Rép.		
Zug	1979	DS		
Zug	1979	UDF		
Zug	1979	PSL		
Zug	1979	Lega		
Zug	1979	MCR		
Zug	1979	Sép.		
Zug	1979	Autres	544	2.22
Zug	1975	PLR	5470	23.13
Zug	1975	PDC	9315	39.39
Zug	1975	PS	8433	35.66
Zug	1975	UDC		
Zug	1975	PL		
Zug	1975	AdI		
Zug	1975	PEV		
Zug	1975	PCS		
Zug	1975	PVL		
Zug	1975	PBD		
Zug	1975	PST		
Zug	1975	PSA		
Zug	1975	POCH		
Zug	1975	PES		
Zug	1975	AVF		
Zug	1975	Sol.		
Zug	1975	Rép.		
Zug	1975	DS		
Zug	1975	UDF		
Zug	1975	PSL		
Zug	1975	Lega		
Zug	1975	MCR		
Zug	1975	Sép.		
Zug	1975	Autres	432	1.83
Zug	1971	PLR		
Zug	1971	PDC		
Zug	1971	PS		
Zug	1971	UDC		
Zug	1971	PL		
Zug	1971	AdI		
Zug	1971	PEV		
Zug	1971	PCS		
Zug	1971	PVL		
Zug	1971	PBD		
Zug	1971	PST		
Zug	1971	PSA		
Zug	1971	POCH		
Zug	1971	PES		
Zug	1971	AVF		
Zug	1971	Sol.		
Zug	1971	Rép.		
Zug	1971	DS		
Zug	1971	UDF		
Zug	1971	PSL		
Zug	1971	Lega		
Zug	1971	MCR		
Zug	1971	Sép.		
Zug	1971	Autres		
Fribourg / Freiburg	2019	PLR	13502	15.42
Fribourg / Freiburg	2019	PDC	15587	17.8
Fribourg / Freiburg	2019	PS	18586	21.23
Fribourg / Freiburg	2019	UDC	17671	20.18
Fribourg / Freiburg	2019	PL		
Fribourg / Freiburg	2019	AdI		
Fribourg / Freiburg	2019	PEV	651	0.74
Fribourg / Freiburg	2019	PCS	2847	3.25
Fribourg / Freiburg	2019	PVL	4711	5.38
Fribourg / Freiburg	2019	PBD	571	0.65
Fribourg / Freiburg	2019	PST		
Fribourg / Freiburg	2019	PSA		
Fribourg / Freiburg	2019	POCH		
Fribourg / Freiburg	2019	PES	10913	12.46
Fribourg / Freiburg	2019	AVF		
Fribourg / Freiburg	2019	Sol.		
Fribourg / Freiburg	2019	Rép.		
Fribourg / Freiburg	2019	DS		
Fribourg / Freiburg	2019	UDF	643	0.73
Fribourg / Freiburg	2019	PSL		
Fribourg / Freiburg	2019	Lega		
Fribourg / Freiburg	2019	MCR		
Fribourg / Freiburg	2019	Sép.		
Fribourg / Freiburg	2019	Autres	1880	2.15
Fribourg / Freiburg	2015	PLR	12896	14.18
Fribourg / Freiburg	2015	PDC	20617	22.67
Fribourg / Freiburg	2015	PS	22004	24.2
Fribourg / Freiburg	2015	UDC	23584	25.93
Fribourg / Freiburg	2015	PL		
Fribourg / Freiburg	2015	AdI		
Fribourg / Freiburg	2015	PEV	610	0.67
Fribourg / Freiburg	2015	PCS	1654	1.82
Fribourg / Freiburg	2015	PVL	2905	3.19
Fribourg / Freiburg	2015	PBD	1169	1.29
Fribourg / Freiburg	2015	PST		
Fribourg / Freiburg	2015	PSA		
Fribourg / Freiburg	2015	POCH		
Fribourg / Freiburg	2015	PES	4806	5.29
Fribourg / Freiburg	2015	AVF		
Fribourg / Freiburg	2015	Sol.		
Fribourg / Freiburg	2015	Rép.		
Fribourg / Freiburg	2015	DS		
Fribourg / Freiburg	2015	UDF	689	0.76
Fribourg / Freiburg	2015	PSL		
Fribourg / Freiburg	2015	Lega		
Fribourg / Freiburg	2015	MCR		
Fribourg / Freiburg	2015	Sép.		
Fribourg / Freiburg	2015	Autres		
Fribourg / Freiburg	2011	PLR	11047	12.8
Fribourg / Freiburg	2011	PDC	17485	20.26
Fribourg / Freiburg	2011	PS	23030	26.68
Fribourg / Freiburg	2011	UDC	18514	21.45
Fribourg / Freiburg	2011	PL		
Fribourg / Freiburg	2011	AdI		
Fribourg / Freiburg	2011	PEV	602	0.7
Fribourg / Freiburg	2011	PCS	4721	5.47
Fribourg / Freiburg	2011	PVL	3064	3.55
Fribourg / Freiburg	2011	PBD	1633	1.89
Fribourg / Freiburg	2011	PST		
Fribourg / Freiburg	2011	PSA		
Fribourg / Freiburg	2011	POCH		
Fribourg / Freiburg	2011	PES	4277	4.96
Fribourg / Freiburg	2011	AVF		
Fribourg / Freiburg	2011	Sol.		
Fribourg / Freiburg	2011	Rép.		
Fribourg / Freiburg	2011	DS		
Fribourg / Freiburg	2011	UDF	611	0.71
Fribourg / Freiburg	2011	PSL		
Fribourg / Freiburg	2011	Lega		
Fribourg / Freiburg	2011	MCR		
Fribourg / Freiburg	2011	Sép.		
Fribourg / Freiburg	2011	Autres	1331	1.54
Fribourg / Freiburg	2007	PLR	11351	13.82
Fribourg / Freiburg	2007	PDC	20339	24.77
Fribourg / Freiburg	2007	PS	18658	22.72
Fribourg / Freiburg	2007	UDC	18094	22.03
Fribourg / Freiburg	2007	PL		
Fribourg / Freiburg	2007	AdI		
Fribourg / Freiburg	2007	PEV	631	0.77
Fribourg / Freiburg	2007	PCS	5831	7.1
Fribourg / Freiburg	2007	PVL		
Fribourg / Freiburg	2007	PBD		
Fribourg / Freiburg	2007	PST		
Fribourg / Freiburg	2007	PSA		
Fribourg / Freiburg	2007	POCH		
Fribourg / Freiburg	2007	PES	5199	6.33
Fribourg / Freiburg	2007	AVF		
Fribourg / Freiburg	2007	Sol.		
